YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2011 03 20 00 50 999  5.4  6.4  1.02  4.00  4.18 999 9999.0   2.8   4.4 999.0 99.0 99.00
2011 03 20 01 50 999  5.0  6.1  0.89  4.55  4.12 999 9999.0   2.9   4.4 999.0 99.0 99.00
2011 03 20 02 50 999  4.4  5.3  0.81  5.00  4.17 999 9999.0   2.8   4.4 999.0 99.0 99.00
2011 03 20 03 50 999  7.7  9.3  0.74  4.55  4.04 999 9999.0   3.2   4.4 999.0 99.0 99.00
2011 03 20 04 50 999  8.9 10.9  1.02  4.17  3.69 999 9999.0   2.5   4.4 999.0 99.0 99.00
2011 03 20 05 50 999  8.4 10.1  1.26  4.35  3.90 999 9999.0   2.1   4.4 999.0 99.0 99.00
2011 03 20 06 50 999  8.5 10.2  1.29  4.55  3.99 999 9999.0   1.3   4.4 999.0 99.0 99.00
2011 03 20 07 50 999  8.1 10.1  1.39  4.76  4.12 999 9999.0   0.8   4.4 999.0 99.0 99.00
2011 03 20 08 50 999  8.7 10.8  1.42  5.26  4.22 999 9999.0   0.0   4.4 999.0 99.0 99.00
2011 03 20 09 50 999  8.4 10.2  1.47  5.26  4.23 999 9999.0  -0.4   4.4 999.0 99.0 99.00
2011 03 20 10 50 999  8.7 10.9  1.49  5.26  4.30 999 9999.0  -0.4   4.4 999.0 99.0 99.00
2011 03 20 11 50 999  8.1  9.7  1.40  5.56  4.30 999 9999.0   0.9   4.4 999.0 99.0 99.00
2011 03 20 12 50 999  7.1  8.7  1.37  5.26  4.31 999 9999.0   1.5   4.4 999.0 99.0 99.00
2011 03 20 13 50 999  7.5  9.3  1.17  5.26  4.10 999 9999.0   1.2   4.4 999.0 99.0 99.00
2011 03 20 14 50 999  6.7  8.4  1.10  5.56  4.06 999 9999.0   1.2   4.4 999.0 99.0 99.00
2011 03 20 15 50 999  5.2  6.5  1.04  5.26  4.09 999 9999.0   1.6   4.4 999.0 99.0 99.00
2011 03 20 16 50 999  4.3  5.7  0.95  5.00  4.05 999 9999.0   1.7   4.5 999.0 99.0 99.00
2011 03 20 17 50 999  3.5  4.7  0.88  5.00  4.12 999 9999.0   2.0   4.7 999.0 99.0 99.00
2011 03 20 18 50 999  2.0  3.1  0.85  4.76  4.07 999 9999.0   2.5   4.7 999.0 99.0 99.00
2011 03 20 19 50 999  0.5  1.3  0.73  5.26  4.08 999 9999.0   3.2   4.8 999.0 99.0 99.00
2011 03 20 20 50 999  1.1  2.0  0.71  4.76  4.05 999 9999.0   2.8   4.8 999.0 99.0 99.00
2011 03 20 21 50 999  3.5  4.7  0.60  4.35  4.29 999 9999.0   2.4   4.8 999.0 99.0 99.00
2011 03 20 22 50 999  3.6  4.6  0.52  4.55  4.68 999 9999.0   0.5   4.8 999.0 99.0 99.00
2011 03 20 23 50 999  3.4  4.0  0.51  5.88  5.05 999 9999.0   0.8   4.7 999.0 99.0 99.00
2011 03 21 00 50 999  4.4  5.2  0.50  6.67  5.18 999 9999.0   1.2   4.7 999.0 99.0 99.00
2011 03 21 01 50 999  4.4  5.1  0.52  6.25  5.14 999 9999.0   1.4   4.7 999.0 99.0 99.00
2011 03 21 02 50 999  4.7  5.6  0.49  5.88  4.66 999 9999.0   1.7   4.5 999.0 99.0 99.00
2011 03 21 03 50 999  5.7  6.7  0.43  5.26  3.87 999 9999.0   2.1   4.4 999.0 99.0 99.00
2011 03 21 04 50 999  6.0  7.1  0.52  2.86  3.25 999 9999.0   2.3   4.4 999.0 99.0 99.00
2011 03 21 05 50 999  5.9  7.0  0.61  3.33  3.34 999 9999.0   2.3   4.4 999.0 99.0 99.00
2011 03 21 06 50 999  4.6  5.6  0.63  3.57  3.50 999 9999.0   2.4   4.4 999.0 99.0 99.00
2011 03 21 07 50 999  6.3  7.3  0.62  3.70  3.56 999 9999.0   2.5   4.4 999.0 99.0 99.00
2011 03 21 08 50 999  6.7  7.6  0.71  3.45  3.54 999 9999.0   2.5   4.4 999.0 99.0 99.00
2011 03 21 09 50 999  6.6  7.9  0.79  3.70  3.68 999 9999.0   2.7   4.4 999.0 99.0 99.00
2011 03 21 10 50 999  7.1  8.2  0.86  4.17  3.73 999 9999.0   2.8   4.4 999.0 99.0 99.00
2011 03 21 11 50 999  5.8  6.7  0.92  3.85  3.90 999 9999.0   3.3   4.4 999.0 99.0 99.00
2011 03 21 12 50 999  6.4  7.8  0.89  4.76  3.87 999 9999.0   3.5   4.4 999.0 99.0 99.00
2011 03 21 13 50 999  6.6  7.7  0.96  4.76  3.90 999 9999.0   4.0   4.4 999.0 99.0 99.00
2011 03 21 14 50 999  7.0  8.5  1.01  5.00  3.83 999 9999.0   3.3   4.4 999.0 99.0 99.00
2011 03 21 15 50 999  7.6  9.1  0.95  5.00  3.74 999 9999.0   3.2   4.4 999.0 99.0 99.00
2011 03 21 16 50 999  5.1  6.2  0.95  4.76  3.77 999 9999.0   3.1   4.4 999.0 99.0 99.00
2011 03 21 17 50 999  6.8  8.3  0.90  4.55  3.83 999 9999.0   2.8   4.4 999.0 99.0 99.00
2011 03 21 18 50 999  8.2 10.7  0.92  4.35  3.72 999 9999.0   2.8   4.4 999.0 99.0 99.00
2011 03 21 19 50 999  8.4 10.1  1.14  4.00  3.78 999 9999.0   0.2   4.4 999.0 99.0 99.00
2011 03 21 20 50 999  9.6 11.1  1.07  4.55  3.88 999 9999.0   0.3   4.4 999.0 99.0 99.00
2011 03 21 21 50 999 11.1 13.0  1.21  4.55  4.02 999 9999.0   0.5   4.4 999.0 99.0 99.00
2011 03 21 22 50 999 11.0 12.9  1.61  5.00  4.31 999 9999.0   0.9   4.4 999.0 99.0 99.00
2011 03 21 23 50 999 11.2 12.8  1.86  5.26  4.51 999 9999.0   1.2   4.4 999.0 99.0 99.00
2011 03 22 00 50 999 11.4 13.7  1.98  5.56  4.52 999 9999.0   1.4   4.4 999.0 99.0 99.00
2011 03 22 01 50 999  9.3 11.0  2.01  5.56  4.66 999 9999.0   1.6   4.4 999.0 99.0 99.00
2011 03 22 02 50 999  8.2 99.0 99.00 99.00 99.00 999 9999.0   0.5 999.0 999.0 99.0 99.00
2011 03 22 03 50 999  7.9  9.4  2.23  6.25  5.11 999 9999.0   0.9   4.4 999.0 99.0 99.00
2011 03 22 04 50 999  9.0 10.3  2.20  6.67  5.14 999 9999.0   1.3   4.4 999.0 99.0 99.00
2011 03 22 05 50 999  9.8 11.5  2.12  6.67  5.04 999 9999.0   1.7   4.4 999.0 99.0 99.00
2011 03 22 06 50 999  9.4 11.8  2.49  7.14  5.53 999 9999.0   2.1   4.4 999.0 99.0 99.00
2011 03 22 07 50 999  8.8 10.8  2.57  7.69  5.57 999 9999.0   2.5   4.4 999.0 99.0 99.00
2011 03 22 08 50 999  7.0  8.7  2.38  7.69  5.62 999 9999.0   2.4   4.4 999.0 99.0 99.00
2011 03 22 09 50 999  6.3  7.9  2.35  7.69  5.67 999 9999.0   2.4   4.4 999.0 99.0 99.00
2011 03 22 10 50 999  5.7  7.0  2.58  8.33  5.99 999 9999.0   2.1   4.4 999.0 99.0 99.00
2011 03 22 11 50 999  7.0  8.4  2.48  8.33  6.08 999 9999.0   1.9   4.4 999.0 99.0 99.00
2011 03 22 12 50 999  8.0  9.8  2.62  8.33  6.05 999 9999.0   2.4   4.4 999.0 99.0 99.00
2011 03 22 13 50 999  9.0 10.3  2.71  8.33  6.02 999 9999.0   2.9   4.4 999.0 99.0 99.00
2011 03 22 14 50 999  8.7 10.5  2.63  8.33  5.82 999 9999.0   3.3   4.4 999.0 99.0 99.00
2011 03 22 15 50 999  6.8  7.9  2.87  8.33  6.10 999 9999.0   3.5   4.4 999.0 99.0 99.00
2011 03 22 16 50 999  7.1  8.3  2.78  9.09  6.27 999 9999.0   3.6   4.4 999.0 99.0 99.00
2011 03 22 17 50 999  7.2  8.7  2.96  9.09  6.57 999 9999.0   3.0   4.4 999.0 99.0 99.00
2011 03 22 18 50 999  6.7  9.0  2.58  8.33  6.27 999 9999.0   3.1   4.4 999.0 99.0 99.00
2011 03 22 19 50 999  5.7  7.0  3.00 10.00  6.91 999 9999.0   2.7   4.4 999.0 99.0 99.00
2011 03 22 20 50 999  5.2  7.1  2.99 10.00  6.82 999 9999.0   2.6   4.4 999.0 99.0 99.00
2011 03 22 21 50 999  3.9  5.2  2.85  9.09  6.89 999 9999.0   2.5   4.4 999.0 99.0 99.00
2011 03 22 22 50 999  3.3  4.8  2.72 10.00  6.99 999 9999.0   2.1   4.4 999.0 99.0 99.00
2011 03 22 23 50 999  3.4  5.0  2.30  9.09  6.59 999 9999.0   2.4   4.4 999.0 99.0 99.00
2011 03 23 00 50 999  4.4  5.7  2.70  9.09  7.21 999 9999.0   3.1   4.4 999.0 99.0 99.00
2011 03 23 01 50 999  8.6 10.5  2.24 10.00  6.74 999 9999.0   1.3   4.4 999.0 99.0 99.00
2011 03 23 02 50 999  6.7  8.3  2.37 10.00  6.46 999 9999.0   3.1   4.4 999.0 99.0 99.00
2011 03 23 03 50 999  6.1  7.2  1.99  9.09  6.18 999 9999.0   2.9   4.4 999.0 99.0 99.00
2011 03 23 04 50 999  5.2  6.5  2.10  9.09  6.46 999 9999.0   2.7   4.4 999.0 99.0 99.00
2011 03 23 05 50 999  5.2  6.7  2.08  9.09  6.55 999 9999.0   2.5   4.4 999.0 99.0 99.00
2011 03 23 06 50 999  5.5  7.0  1.84  9.09  6.16 999 9999.0   2.5   4.4 999.0 99.0 99.00
2011 03 23 07 50 999  6.9  8.1  1.94 10.00  6.39 999 9999.0   2.4   4.4 999.0 99.0 99.00
2011 03 23 08 50 999  7.7  9.6  2.31 10.00  6.64 999 9999.0   2.1   4.4 999.0 99.0 99.00
2011 03 23 09 50 999  7.9  9.6  2.59 10.00  6.66 999 9999.0   1.6   4.4 999.0 99.0 99.00
2011 03 23 10 50 999  7.8  9.5  2.75 10.00  6.70 999 9999.0   1.2   4.4 999.0 99.0 99.00
2011 03 23 11 50 999  6.3  7.8  2.45 10.00  6.23 999 9999.0   1.2   4.4 999.0 99.0 99.00
2011 03 23 12 50 999  6.0  7.5  2.22 10.00  6.22 999 9999.0   2.2   4.4 999.0 99.0 99.00
2011 03 23 13 50 999  5.0  6.3  2.12 11.11  6.60 999 9999.0   2.6   4.4 999.0 99.0 99.00
2011 03 23 14 50 999  4.4  5.9  2.21 11.11  6.92 999 9999.0   1.3   4.4 999.0 99.0 99.00
2011 03 23 15 50 999  1.8  3.2  1.95 11.11  6.88 999 9999.0   2.4   4.4 999.0 99.0 99.00
2011 03 23 16 50 999  1.9  3.3  2.09 11.11  7.49 999 9999.0   1.9   4.7 999.0 99.0 99.00
2011 03 23 17 50 999  3.6  6.1  2.19 11.11  8.05 999 9999.0   0.9   4.7 999.0 99.0 99.00
2011 03 23 18 50 999  4.2  6.1  2.34 11.11  8.17 999 9999.0   2.9   4.7 999.0 99.0 99.00
2011 03 23 19 50 999  4.5  6.0  2.61 11.11  8.57 999 9999.0   1.3   4.7 999.0 99.0 99.00
2011 03 23 20 50 999  3.3  5.4  2.25 10.00  8.12 999 9999.0   1.1   4.7 999.0 99.0 99.00
2011 03 23 21 50 999  2.3  3.9  2.52 11.11  8.65 999 9999.0   0.1   4.7 999.0 99.0 99.00
2011 03 23 22 50 999  1.7  3.9  2.18 11.11  8.64 999 9999.0   0.0   4.7 999.0 99.0 99.00
2011 03 23 23 50 999  2.4  4.1  2.22 12.50  8.96 999 9999.0   0.0   4.7 999.0 99.0 99.00
2011 03 24 00 50 999  3.0  4.1  2.10 11.11  8.86 999 9999.0   0.1   4.5 999.0 99.0 99.00
2011 03 24 01 50 999  3.5  4.4  1.97 12.50  8.65 999 9999.0   0.4   4.5 999.0 99.0 99.00
2011 03 24 02 50 999  2.5  3.4  1.87 12.50  8.98 999 9999.0   0.1   4.4 999.0 99.0 99.00
2011 03 24 03 50 999  4.0  5.7  1.83 11.11  8.69 999 9999.0   0.0   4.4 999.0 99.0 99.00
2011 03 24 04 50 999  3.4  4.7  1.81 11.11  8.96 999 9999.0  -0.2   4.4 999.0 99.0 99.00
2011 03 24 05 50 999  3.5  4.9  1.76 11.11  8.73 999 9999.0   0.3   4.4 999.0 99.0 99.00
2011 03 24 06 50 999  5.3  6.9  1.78 11.11  8.81 999 9999.0   0.8   4.4 999.0 99.0 99.00
2011 03 24 07 50 999  5.6  6.7  2.10 11.11  8.64 999 9999.0   1.2   4.4 999.0 99.0 99.00
2011 03 24 08 50 999  6.8  8.1  1.99  9.09  7.78 999 9999.0   1.6   4.4 999.0 99.0 99.00
2011 03 24 09 50 999  7.5  9.0  2.36 11.11  7.60 999 9999.0   1.7   4.4 999.0 99.0 99.00
2011 03 24 10 50 999  6.9  8.4  2.19 10.00  7.04 999 9999.0   2.0   4.4 999.0 99.0 99.00
2011 03 24 11 50 999  7.5  8.6  1.93 11.11  6.68 999 9999.0   2.1   4.4 999.0 99.0 99.00
2011 03 24 12 50 999 10.6 12.7  1.99 11.11  6.04 999 9999.0   2.0   4.4 999.0 99.0 99.00
2011 03 24 13 50 999 12.5 14.5  2.14 12.50  5.46 999 9999.0   2.0   4.4 999.0 99.0 99.00
2011 03 24 14 50 999 12.7 15.6  2.27  5.26  5.09 999 9999.0   2.1   4.4 999.0 99.0 99.00
2011 03 24 15 50 999 13.7 16.5  2.78  7.14  5.53 999 9999.0   1.2   4.4 999.0 99.0 99.00
2011 03 24 16 50 999 12.5 15.2  2.83  7.14  5.52 999 9999.0   1.4   4.4 999.0 99.0 99.00
2011 03 24 17 50 999 12.2 14.4  2.87  7.69  5.63 999 9999.0   1.6   4.4 999.0 99.0 99.00
2011 03 24 18 50 999 11.6 13.7  2.75  6.67  5.69 999 9999.0   1.2   4.4 999.0 99.0 99.00
2011 03 24 19 50 999  9.8 11.3  2.57  7.14  5.59 999 9999.0   2.0   4.4 999.0 99.0 99.00
2011 03 24 20 50 999  8.4 10.4  2.46  6.67  5.66 999 9999.0   2.3   4.4 999.0 99.0 99.00
2011 03 24 21 50 999  6.9  9.0  2.45  6.67  5.74 999 9999.0   2.4   4.4 999.0 99.0 99.00
2011 03 24 22 50 999  4.8  6.3  2.26  6.67  5.89 999 9999.0   1.0   4.4 999.0 99.0 99.00
2011 03 24 23 50 999  4.2  5.4  2.20  9.09  6.03 999 9999.0   1.2   4.4 999.0 99.0 99.00
2011 03 25 00 50 999  4.3  5.8  2.28  9.09  6.36 999 9999.0   1.6   4.4 999.0 99.0 99.00
2011 03 25 01 50 999  3.7  5.2  1.88  8.33  5.95 999 9999.0   1.6   4.4 999.0 99.0 99.00
2011 03 25 02 50 999  4.1  5.7  1.90  7.69  5.97 999 9999.0   1.7   4.4 999.0 99.0 99.00
2011 03 25 03 50 999  7.7  9.1  1.77  7.14  6.04 999 9999.0   0.3   4.4 999.0 99.0 99.00
2011 03 25 04 50 999  2.3  3.1  1.70  7.14  5.80 999 9999.0  -0.8   4.4 999.0 99.0 99.00
2011 03 25 05 50 999  1.4  3.5  1.42 11.11  5.58 999 9999.0   0.4   4.4 999.0 99.0 99.00
2011 03 25 06 50 999  5.5  6.6  1.58 10.00  5.32 999 9999.0   1.2   4.4 999.0 99.0 99.00
2011 03 25 07 50 999  6.5  8.6  1.64 10.00  5.30 999 9999.0   1.2   4.4 999.0 99.0 99.00
2011 03 25 08 50 999  7.7  9.3  1.67 10.00  5.59 999 9999.0   0.9   4.4 999.0 99.0 99.00
2011 03 25 09 50 999  7.7  9.2  1.95 10.00  5.43 999 9999.0   0.7   4.4 999.0 99.0 99.00
2011 03 25 10 50 999  7.5  9.1  2.09 10.00  5.57 999 9999.0   0.8   4.4 999.0 99.0 99.00
2011 03 25 11 50 999  8.2 10.1  2.05 11.11  5.64 999 9999.0   2.2   4.4 999.0 99.0 99.00
2011 03 25 12 50 999  8.6 10.4  2.22 10.00  5.74 999 9999.0   2.5   4.4 999.0 99.0 99.00
2011 03 25 13 50 999  8.1 10.3  2.13 10.00  5.59 999 9999.0   2.6   4.4 999.0 99.0 99.00
2011 03 25 14 50 999  8.0 10.2  1.93 11.11  5.37 999 9999.0   2.4   4.4 999.0 99.0 99.00
2011 03 25 15 50 999  6.5  8.6  1.76 11.11  5.46 999 9999.0   2.4   4.4 999.0 99.0 99.00
2011 03 25 16 50 999  6.1  7.7  1.43 11.11  5.17 999 9999.0   2.6   4.4 999.0 99.0 99.00
2011 03 25 17 50 999  5.0  6.9  1.39 11.11  5.68 999 9999.0   2.8   4.4 999.0 99.0 99.00
2011 03 25 18 50 999  4.3  5.7  1.39 11.11  6.20 999 9999.0   3.2   4.7 999.0 99.0 99.00
2011 03 25 19 50 999  3.7  5.2  1.36 11.11  6.45 999 9999.0   3.6   4.7 999.0 99.0 99.00
2011 03 25 20 50 999  5.2  7.2  1.61 11.11  7.18 999 9999.0   2.7   4.7 999.0 99.0 99.00
2011 03 25 21 50 999  5.8  6.9  1.70 10.00  6.94 999 9999.0   2.4   4.7 999.0 99.0 99.00
2011 03 25 22 50 999  7.6  9.2  1.63 11.11  6.68 999 9999.0   2.0   4.4 999.0 99.0 99.00
2011 03 25 23 50 999  6.6  8.4  1.72 10.00  6.06 999 9999.0   0.9   4.4 999.0 99.0 99.00
2011 03 26 00 50 999 10.1 11.8  1.53 11.11  6.02 999 9999.0   1.3   4.4 999.0 99.0 99.00
2011 03 26 01 50 999  9.3 11.3  1.39 11.11  4.81 999 9999.0   0.9   4.4 999.0 99.0 99.00
2011 03 26 02 50 999  9.2 11.7  1.60  9.09  4.90 999 9999.0   0.7   4.4 999.0 99.0 99.00
2011 03 26 03 50 999  8.4 11.0  1.59  4.17  4.54 999 9999.0   0.3   4.4 999.0 99.0 99.00
2011 03 26 04 50 999  9.0 10.8  1.58  4.55  4.53 999 9999.0  -0.7   4.4 999.0 99.0 99.00
2011 03 26 05 50 999 10.2 12.4  1.62  5.00  4.49 999 9999.0  -1.2   4.4 999.0 99.0 99.00
2011 03 26 06 50 999  9.7 11.6  1.82  5.26  4.65 999 9999.0  -1.8   4.4 999.0 99.0 99.00
2011 03 26 07 50 999  8.6 11.0  1.89  5.88  4.71 999 9999.0  -1.9   4.4 999.0 99.0 99.00
2011 03 26 08 50 999  9.5 12.1  1.75  5.56  4.59 999 9999.0  -2.2   4.4 999.0 99.0 99.00
2011 03 26 09 50 999  9.3 11.4  1.66  5.56  4.67 999 9999.0  -2.2   4.4 999.0 99.0 99.00
2011 03 26 10 50 999  9.3 11.1  1.69  5.26  4.65 999 9999.0  -1.9   4.4 999.0 99.0 99.00
2011 03 26 11 50 999  9.1 11.1  1.67  5.56  4.57 999 9999.0  -1.3   4.4 999.0 99.0 99.00
2011 03 26 12 50 999  9.8 11.8  1.75  5.56  4.56 999 9999.0  -0.2   4.4 999.0 99.0 99.00
2011 03 26 13 50 999 10.6 12.5  1.67  5.26  4.45 999 9999.0   0.1   4.4 999.0 99.0 99.00
2011 03 26 14 50 999 11.6 13.6  1.70  5.26  4.42 999 9999.0   0.0   4.4 999.0 99.0 99.00
2011 03 26 15 50 999 10.7 15.9  1.80  5.26  4.40 999 9999.0   0.4   4.4 999.0 99.0 99.00
2011 03 26 16 50 999 11.6 14.9  1.70  5.26  4.39 999 9999.0   1.0   4.4 999.0 99.0 99.00
2011 03 26 17 50 999 11.3 14.1  1.93  5.56  4.60 999 9999.0   1.8   4.4 999.0 99.0 99.00
2011 03 26 18 50 999 12.5 16.6  1.96  5.26  4.61 999 9999.0   2.1   4.4 999.0 99.0 99.00
2011 03 26 19 50 999 13.7 16.5  2.29  5.56  4.79 999 9999.0   2.4   4.4 999.0 99.0 99.00
2011 03 26 20 50 999 13.9 18.0  2.33  5.88  4.88 999 9999.0   1.9   4.4 999.0 99.0 99.00
2011 03 26 21 50 999 13.7 16.5  2.61  6.25  5.03 999 9999.0   1.6   4.4 999.0 99.0 99.00
2011 03 26 22 50 999 14.4 17.2  2.95  6.25  5.30 999 9999.0   1.2   4.4 999.0 99.0 99.00
2011 03 26 23 50 999 14.9 17.7  2.92  7.14  5.36 999 9999.0   0.9   4.4 999.0 99.0 99.00
2011 03 27 00 50 999 14.6 18.4  3.07  7.14  5.53 999 9999.0   0.8   4.4 999.0 99.0 99.00
2011 03 27 01 50 999 14.1 17.1  3.00  7.14  5.48 999 9999.0   0.3   4.4 999.0 99.0 99.00
2011 03 27 02 50 999 13.0 15.9  2.84  7.14  5.41 999 9999.0  -0.1   4.4 999.0 99.0 99.00
2011 03 27 03 50 999 12.4 15.8  2.57  6.67  5.24 999 9999.0  -0.3   4.4 999.0 99.0 99.00
2011 03 27 04 50 999 13.1 16.6  2.47  6.67  5.08 999 9999.0  -0.3   4.4 999.0 99.0 99.00
2011 03 27 05 50 999 11.0 14.1  2.25  6.25  5.09 999 9999.0  -0.6   4.4 999.0 99.0 99.00
2011 03 27 06 50 999 10.3 13.4  2.13  5.88  4.90 999 9999.0  -0.6   4.4 999.0 99.0 99.00
2011 03 27 07 50 999  9.1 11.6  1.84  5.56  4.71 999 9999.0  -1.0   4.4 999.0 99.0 99.00
2011 03 27 08 50 999  9.2 11.2  1.63  5.88  4.49 999 9999.0  -1.1   4.4 999.0 99.0 99.00
2011 03 27 09 50 999  9.9 12.5  1.77  5.88  4.55 999 9999.0  -1.2   4.4 999.0 99.0 99.00
2011 03 27 10 50 999  9.9 12.1  1.76  5.26  4.50 999 9999.0  -0.9   4.4 999.0 99.0 99.00
2011 03 27 11 50 999 10.2 12.7  1.89  6.25  4.67 999 9999.0  -0.2   4.4 999.0 99.0 99.00
2011 03 27 12 50 999 10.4 12.7  2.10  6.25  4.74 999 9999.0  -0.3   4.4 999.0 99.0 99.00
2011 03 27 13 50 999  9.1 11.0  1.78  6.25  4.55 999 9999.0  -0.4   4.4 999.0 99.0 99.00
2011 03 27 14 50 999  9.8 11.4  1.81  5.88  4.55 999 9999.0  -0.4   4.4 999.0 99.0 99.00
2011 03 27 15 50 999 10.7 13.3  1.81  6.25  4.59 999 9999.0  -0.1   4.4 999.0 99.0 99.00
2011 03 27 16 50 999 10.0 12.3  1.67  5.88  4.57 999 9999.0   0.5   4.4 999.0 99.0 99.00
2011 03 27 17 50 999 10.1 13.8  1.78  6.25  4.59 999 9999.0   1.2   4.4 999.0 99.0 99.00
2011 03 27 18 50 999  9.9 12.4  1.62  5.88  4.48 999 9999.0   2.0   4.4 999.0 99.0 99.00
2011 03 27 19 50 999 10.0 12.9  1.81  5.88  4.67 999 9999.0   2.9   4.4 999.0 99.0 99.00
2011 03 27 20 50 999 11.8 14.4  2.06  6.67  4.88 999 9999.0   3.5   4.4 999.0 99.0 99.00
2011 03 27 21 50 999 12.1 14.3  2.09  6.67  4.86 999 9999.0   3.6   4.4 999.0 99.0 99.00
2011 03 27 22 50 999 11.7 13.7  2.22  6.67  4.98 999 9999.0   2.7   4.4 999.0 99.0 99.00
2011 03 27 23 50 999 11.6 14.7  2.39  6.25  4.93 999 9999.0   2.3   4.4 999.0 99.0 99.00
2011 03 28 00 50 999 13.5 16.4  2.42  6.25  5.03 999 9999.0   1.5   4.4 999.0 99.0 99.00
2011 03 28 01 50 999 12.9 15.9  2.51  6.25  5.01 999 9999.0   1.3   4.4 999.0 99.0 99.00
2011 03 28 02 50 999 12.4 15.3  2.39  6.67  4.98 999 9999.0   0.1   4.4 999.0 99.0 99.00
2011 03 28 03 50 999 13.0 16.1  2.37  6.25  4.90 999 9999.0  -0.3   4.4 999.0 99.0 99.00
2011 03 28 04 50 999 13.9 16.9  2.46  6.25  4.93 999 9999.0  -0.6   4.4 999.0 99.0 99.00
2011 03 28 05 50 999 11.9 14.2  2.53  6.25  5.00 999 9999.0  -0.8   4.4 999.0 99.0 99.00
2011 03 28 06 50 999 11.0 13.1  2.38  6.25  5.00 999 9999.0  -1.0   4.4 999.0 99.0 99.00
2011 03 28 07 50 999 11.8 14.3  2.33  6.25  4.97 999 9999.0  -1.1   4.4 999.0 99.0 99.00
2011 03 28 08 50 999 11.1 15.1  2.28  6.25  4.91 999 9999.0  -1.0   4.4 999.0 99.0 99.00
2011 03 28 09 50 999 10.7 13.8  2.23  5.88  4.95 999 9999.0  -1.0   4.4 999.0 99.0 99.00
2011 03 28 10 50 999  9.1 11.3  2.04  5.56  4.79 999 9999.0  -0.9   4.4 999.0 99.0 99.00
2011 03 28 11 50 999  9.0 10.9  1.72  5.56  4.62 999 9999.0   0.2   4.3 999.0 99.0 99.00
2011 03 28 12 50 999  9.0 11.3  1.71  5.88  4.54 999 9999.0   0.6   4.3 999.0 99.0 99.00
2011 03 28 13 50 999  8.9 11.2  1.76  5.56  4.52 999 9999.0   0.7   4.3 999.0 99.0 99.00
2011 03 28 14 50 999  8.5 11.0  1.65  5.26  4.57 999 9999.0   0.5   4.3 999.0 99.0 99.00
2011 03 28 15 50 999  9.0 11.3  1.70  5.26  4.56 999 9999.0   0.6   4.3 999.0 99.0 99.00
2011 03 28 16 50 999  8.8 11.4  1.63  5.00  4.44 999 9999.0   1.1   4.4 999.0 99.0 99.00
2011 03 28 17 50 999  7.9 10.5  1.62  5.00  4.42 999 9999.0   1.7   4.4 999.0 99.0 99.00
2011 03 28 18 50 999  7.6  9.1  1.55  5.26  4.32 999 9999.0   2.4   4.4 999.0 99.0 99.00
2011 03 28 19 50 999  6.0  7.7  1.39  5.26  4.38 999 9999.0   3.0   4.4 999.0 99.0 99.00
2011 03 28 20 50 999  6.4  7.9  1.35  4.76  4.29 999 9999.0   4.0   4.4 999.0 99.0 99.00
2011 03 28 21 50 999 10.3 12.3  1.33  4.76  4.13 999 9999.0   4.4   4.4 999.0 99.0 99.00
2011 03 28 22 50 999 10.5 13.3  1.40  5.26  4.21 999 9999.0   3.4   4.4 999.0 99.0 99.00
2011 03 28 23 50 999 10.7 13.0  1.64  5.00  4.24 999 9999.0   2.8   4.3 999.0 99.0 99.00
2011 03 29 00 50 999 11.5 13.6  1.58  5.26  4.25 999 9999.0   2.0   4.3 999.0 99.0 99.00
2011 03 29 01 50 999 11.1 13.5  1.73  5.56  4.49 999 9999.0   1.2   4.3 999.0 99.0 99.00
2011 03 29 02 50 999 10.9 13.5  2.00  5.56  4.60 999 9999.0   0.4   4.3 999.0 99.0 99.00
2011 03 29 03 50 999 10.5 12.8  2.00  5.56  4.64 999 9999.0  -0.1   4.3 999.0 99.0 99.00
2011 03 29 04 50 999 10.8 12.5  1.94  6.25  4.65 999 9999.0   0.1   4.3 999.0 99.0 99.00
2011 03 29 05 50 999 11.1 13.0  2.09  6.25  4.68 999 9999.0   0.5   4.3 999.0 99.0 99.00
2011 03 29 06 50 999 10.7 13.2  1.94  5.88  4.76 999 9999.0   0.6   4.3 999.0 99.0 99.00
2011 03 29 07 50 999 11.0 13.4  1.94  5.88  4.68 999 9999.0   0.6   4.3 999.0 99.0 99.00
2011 03 29 08 50 999 11.1 13.4  1.79  5.88  4.59 999 9999.0   0.7   4.3 999.0 99.0 99.00
2011 03 29 09 50 999 11.2 13.5  1.81  5.88  4.67 999 9999.0   0.5   4.3 999.0 99.0 99.00
2011 03 29 10 50 999 10.4 12.9  1.74  5.26  4.56 999 9999.0   1.3   4.2 999.0 99.0 99.00
2011 03 29 11 50 999 10.4 12.4  1.76  5.56  4.55 999 9999.0   2.4   4.3 999.0 99.0 99.00
2011 03 29 12 50 999 11.1 13.5  1.68  5.26  4.36 999 9999.0   2.5   4.3 999.0 99.0 99.00
2011 03 29 13 50 999  9.8 11.8  1.47  5.00  4.13 999 9999.0   2.5   4.3 999.0 99.0 99.00
2011 03 29 14 50 999  9.4 11.3  1.53  5.26  4.27 999 9999.0   2.5   4.3 999.0 99.0 99.00
