YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2011 07 15 16 50 345  1.9  2.5  0.90  9.09  6.08 999 9999.0  18.0  15.2 999.0 99.0 99.00
2011 07 15 17 50 312  2.0  2.5  0.94  8.33  6.39 999 9999.0  18.3  15.7 999.0 99.0 99.00
2011 07 15 18 50 277  2.8  3.3  1.05  8.33  6.70 999 9999.0  18.5  15.9 999.0 99.0 99.00
2011 07 15 19 50 262  3.1  3.5  1.07  8.33  6.91 999 9999.0  19.0  16.0 999.0 99.0 99.00
2011 07 15 20 50 247  4.2  4.9  1.12  7.69  6.96 999 9999.0  19.0  15.8 999.0 99.0 99.00
2011 07 15 21 50 245  4.9  5.7  0.00 99.00  0.00 999 9999.0  18.8  15.8 999.0 99.0 99.00
2011 07 15 22 50 255  5.5  6.2  1.05  7.69  6.46 999 9999.0  18.8  15.3 999.0 99.0 99.00
2011 07 15 23 50 258  5.9  6.7  0.94  8.33  5.88 999 9999.0  17.3  14.9 999.0 99.0 99.00
2011 07 16 00 50 263  6.2  7.1  0.89  9.09  5.14 999 9999.0  16.4  14.9 999.0 99.0 99.00
2011 07 16 01 50 273  5.8  6.8  0.81  9.09  4.24 999 9999.0  16.4  14.9 999.0 99.0 99.00
2011 07 16 02 50 275  6.1  7.1  0.79  9.09  4.04 999 9999.0  16.5  14.9 999.0 99.0 99.00
2011 07 16 03 50 282  7.3  8.3  0.85  9.09  4.02 999 9999.0  16.7  14.9 999.0 99.0 99.00
2011 07 16 04 50 283  6.3  7.0  1.02  9.09  4.44 999 9999.0  16.4  14.8 999.0 99.0 99.00
2011 07 16 05 50 281  5.7  6.7 99.00 99.00 99.00 999 9999.0  16.4  14.9 999.0 99.0 99.00
2011 07 16 06 50 283  5.6  6.4  0.86  8.33  4.45 999 9999.0  16.4  14.8 999.0 99.0 99.00
2011 07 16 07 50 288  6.6  7.9 99.00 99.00 99.00 999 9999.0  16.8  14.8 999.0 99.0 99.00
2011 07 16 08 50 289  5.9  7.3 99.00 99.00 99.00 999 9999.0  16.4  14.9 999.0 99.0 99.00
2011 07 16 09 50 293  5.3  6.1 99.00 99.00 99.00 999 9999.0  16.5  14.5 999.0 99.0 99.00
2011 07 16 10 50 315  4.4  5.1  0.85  7.69  4.91 999 9999.0  17.4  14.4 999.0 99.0 99.00
2011 07 16 11 50 318  4.6  5.1  0.78  7.69  4.86 999 9999.0  17.7  14.1 999.0 99.0 99.00
2011 07 16 12 50 331  4.1  4.6  0.63  7.69  4.56 999 9999.0  18.1  14.1 999.0 99.0 99.00
2011 07 16 13 50   4  1.4  1.9  0.57  3.85  4.42 999 9999.0  18.1  14.1 999.0 99.0 99.00
2011 07 16 14 50 338  1.2  1.5  0.59  4.00  4.56 999 9999.0  18.4  14.5 999.0 99.0 99.00
2011 07 16 15 50 315  2.4  2.7  0.57  9.09  4.56 999 9999.0  18.2  14.8 999.0 99.0 99.00
2011 07 16 16 50 295  1.5  2.4  0.60  9.09  4.74 999 9999.0  19.1  15.2 999.0 99.0 99.00
2011 07 16 17 50 282  2.9  3.2  0.61  8.33  4.68 999 9999.0  19.1  15.2 999.0 99.0 99.00
2011 07 16 18 50 253  2.7  3.2  0.68  9.09  5.05 999 9999.0  19.5  15.3 999.0 99.0 99.00
2011 07 16 19 50 252  3.4  3.8  0.69  8.33  5.35 999 9999.0  19.6  15.7 999.0 99.0 99.00
2011 07 16 20 50 251  4.2  4.7  0.70  7.69  5.47 999 9999.0  19.8  16.0 999.0 99.0 99.00
2011 07 16 21 50 246  4.5  4.9  0.72 10.00  6.03 999 9999.0  19.8  15.6 999.0 99.0 99.00
2011 07 16 22 50 253  5.3  5.8  0.78  8.33  6.23 999 9999.0  19.6  15.3 999.0 99.0 99.00
2011 07 16 23 50 245  5.8  6.4  0.71 10.00  6.02 999 9999.0  18.2  15.3 999.0 99.0 99.00
2011 07 17 00 50 251  5.8  6.3  0.63  7.69  5.16 999 9999.0  18.0  15.2 999.0 99.0 99.00
2011 07 17 01 50 249  5.4  5.9  0.62  7.14  4.73 999 9999.0  17.6  15.2 999.0 99.0 99.00
2011 07 17 02 50 257  5.6  6.2  0.57  3.23  4.04 999 9999.0  17.6  14.9 999.0 99.0 99.00
2011 07 17 03 50 256  5.1  5.7  0.60 10.00  4.31 999 9999.0  17.5  14.9 999.0 99.0 99.00
2011 07 17 04 50 257  5.6  6.2  0.65 10.00  4.10 999 9999.0  17.5  14.9 999.0 99.0 99.00
2011 07 17 05 50 261  5.7  6.3  0.69 10.00  4.24 999 9999.0  17.3  14.8 999.0 99.0 99.00
2011 07 17 06 50 268  5.0  5.5  0.73 10.00  4.40 999 9999.0  17.2  14.5 999.0 99.0 99.00
2011 07 17 07 50 263  4.3  4.9  0.71  9.09  4.59 999 9999.0  16.7  14.5 999.0 99.0 99.00
2011 07 17 08 50 253  3.5  3.9 99.00 99.00 99.00 999 9999.0  16.4  14.9 999.0 99.0 99.00
2011 07 17 09 50 243  3.3  3.8  0.73  9.09  4.67 999 9999.0  16.5  14.8 999.0 99.0 99.00
2011 07 17 10 50 256  4.0  4.6  0.73  3.85  4.60 999 9999.0  18.4  14.7 999.0 99.0 99.00
2011 07 17 11 50 242  4.0  4.6  0.69  3.85  4.49 999 9999.0  18.7  14.9 999.0 99.0 99.00
2011 07 17 12 50 254  4.9  5.4  0.61  3.57  4.12 999 9999.0  19.0  14.9 999.0 99.0 99.00
2011 07 17 13 50 266  4.8  5.3  0.60  3.70  3.89 999 9999.0  19.0  14.9 999.0 99.0 99.00
2011 07 17 14 50 257  5.4  6.2  0.62  3.70  3.90 999 9999.0  19.0  14.9 999.0 99.0 99.00
2011 07 17 15 50 259  4.6  5.4  0.60 11.11  3.87 999 9999.0  19.0  15.2 999.0 99.0 99.00
2011 07 17 16 50 249  5.1  5.7  0.60  3.85  3.91 999 9999.0  19.1  15.2 999.0 99.0 99.00
2011 07 17 17 50 241  5.2  5.8  0.57 10.00  4.06 999 9999.0  19.1  15.0 999.0 99.0 99.00
2011 07 17 18 50 237  5.5  6.1  0.61 10.00  3.97 999 9999.0  19.6  15.2 999.0 99.0 99.00
2011 07 17 19 50 234  5.7  6.5  0.60 10.00  3.79 999 9999.0  20.3  15.6 999.0 99.0 99.00
2011 07 17 20 50 229  4.9  5.5  0.62  9.09  4.11 999 9999.0  20.5  15.9 999.0 99.0 99.00
2011 07 17 21 50 235  6.6 99.0 99.00 99.00 99.00 999 9999.0  20.8 999.0 999.0 99.0 99.00
2011 07 17 22 50 239  7.4  8.5  0.75  3.45  3.68 999 9999.0  20.1  15.7 999.0 99.0 99.00
2011 07 17 23 50 245  7.4  8.4  0.92  4.00  3.86 999 9999.0  19.0  15.6 999.0 99.0 99.00
2011 07 18 00 50 249  7.4  8.7  1.06  4.55  4.03 999 9999.0  18.8  15.2 999.0 99.0 99.00
2011 07 18 01 50 252  8.9 10.2  1.23  4.76  3.97 999 9999.0  19.1  15.2 999.0 99.0 99.00
2011 07 18 02 50 247  6.4  7.3  1.23  4.76  4.13 999 9999.0  17.5  15.2 999.0 99.0 99.00
2011 07 18 03 50 265  9.0 10.4  1.38  5.26  4.23 999 9999.0  19.6  15.2 999.0 99.0 99.00
2011 07 18 04 50 258  8.0  8.9  1.32  5.26  4.19 999 9999.0  18.6  14.9 999.0 99.0 99.00
2011 07 18 05 50 255  7.9  9.1  1.38  5.56  4.43 999 9999.0  17.9  14.9 999.0 99.0 99.00
2011 07 18 06 50 254  7.9  8.8  1.66  6.25  4.76 999 9999.0  18.0  15.2 999.0 99.0 99.00
2011 07 18 07 50 245  6.8  7.8  1.59  6.25  4.61 999 9999.0  17.4  14.9 999.0 99.0 99.00
2011 07 18 08 50 270  7.7  9.4  1.66  6.67  4.75 999 9999.0  17.6  14.9 999.0 99.0 99.00
2011 07 18 09 50 267  6.5  7.5  1.50  6.25  4.69 999 9999.0  18.0  15.2 999.0 99.0 99.00
2011 07 18 10 50 265  7.4  8.9  1.61  5.88  4.74 999 9999.0  19.2  14.9 999.0 99.0 99.00
2011 07 18 11 50 270  8.0  9.2  1.42  6.67  4.60 999 9999.0  18.3  15.3 999.0 99.0 99.00
2011 07 18 12 50 271  7.7  8.6 99.00 99.00 99.00 999 9999.0  19.4  15.2 999.0 99.0 99.00
2011 07 18 13 50 266  7.2  8.2  1.38  6.67  4.66 999 9999.0  19.6  15.2 999.0 99.0 99.00
2011 07 18 14 50 264  6.6  8.1  1.54  6.25  4.72 999 9999.0  19.9  15.2 999.0 99.0 99.00
2011 07 18 15 50 262  6.5  7.7  1.43  6.25  4.67 999 9999.0  19.0  15.2 999.0 99.0 99.00
2011 07 18 16 50 251  4.8  5.4  1.31  5.88  4.61 999 9999.0  18.4  15.2 999.0 99.0 99.00
2011 07 18 17 50 266  5.4  5.9  1.14  6.25  4.47 999 9999.0  18.1  15.2 999.0 99.0 99.00
2011 07 18 18 50 264  5.7  6.6  1.07  6.25  4.43 999 9999.0  17.2  15.2 999.0 99.0 99.00
2011 07 18 19 50 258  6.7  7.4  1.11  5.88  4.57 999 9999.0  17.4  15.2 999.0 99.0 99.00
2011 07 18 20 50 265  7.0  7.8  1.16  5.00  4.29 999 9999.0  18.0  14.9 999.0 99.0 99.00
2011 07 18 21 50 245  5.3  6.1  1.06  5.88  4.43 999 9999.0  17.5  14.9 999.0 99.0 99.00
2011 07 18 22 50 240  3.5  4.0  1.05  5.56  4.49 999 9999.0  17.5  14.9 999.0 99.0 99.00
2011 07 18 23 50 234  6.0  6.7  1.02  5.88  4.79 999 9999.0  17.4  14.5 999.0 99.0 99.00
2011 07 19 00 50 229  5.2  5.8  1.02  5.88  4.66 999 9999.0  16.8  14.4 999.0 99.0 99.00
2011 07 19 01 50 237  4.1  4.6  0.95  5.88  4.52 999 9999.0  16.5  14.4 999.0 99.0 99.00
2011 07 19 02 50 248  3.3  3.7  0.93  5.56  4.53 999 9999.0  16.7  14.5 999.0 99.0 99.00
2011 07 19 03 50 250  3.8  4.2  0.93  5.56  4.49 999 9999.0  16.7  14.5 999.0 99.0 99.00
2011 07 19 04 50 249  5.0  5.7  0.78  5.88  4.41 999 9999.0  16.7  14.8 999.0 99.0 99.00
2011 07 19 05 50 284  4.3  4.7  0.72  5.56  4.32 999 9999.0  16.7  14.8 999.0 99.0 99.00
2011 07 19 06 50 329  4.4  4.8  0.71  5.56  4.43 999 9999.0  16.6  14.8 999.0 99.0 99.00
2011 07 19 07 50 353  4.2  4.7  0.67  5.56  4.79 999 9999.0  16.0  14.8 999.0 99.0 99.00
2011 07 19 08 50 360  3.8  4.1  0.64  5.88  5.05 999 9999.0  15.9  14.5 999.0 99.0 99.00
2011 07 19 09 50 353  4.6  5.1  0.65  9.09  5.19 999 9999.0  16.0  14.1 999.0 99.0 99.00
2011 07 19 10 50 358  3.3  3.6  0.64  5.56  5.27 999 9999.0  16.9  14.2 999.0 99.0 99.00
2011 07 19 11 50 342  2.9  3.2  0.68  7.14  5.37 999 9999.0  17.3  14.2 999.0 99.0 99.00
2011 07 19 12 50 329  3.2  3.6  0.73  7.14  5.36 999 9999.0  17.6  14.4 999.0 99.0 99.00
2011 07 19 13 50 329  2.6  3.2  0.77  7.14  5.28 999 9999.0  18.1  14.5 999.0 99.0 99.00
2011 07 19 14 50 306  1.9  2.2  0.76  7.14  4.90 999 9999.0  19.0  14.4 999.0 99.0 99.00
2011 07 19 15 50 315  2.3  2.7  0.78  6.67  4.90 999 9999.0  19.7  14.6 999.0 99.0 99.00
2011 07 19 16 50 289  1.8  2.2  0.77  5.26  4.85 999 9999.0  19.8  15.6 999.0 99.0 99.00
2011 07 19 17 50 281  1.5  1.8  0.66  5.26  4.95 999 9999.0  20.3  15.6 999.0 99.0 99.00
2011 07 19 18 50 284  2.6  3.1  0.62  6.25  5.14 999 9999.0  21.1  15.2 999.0 99.0 99.00
2011 07 19 19 50 255  3.2  3.8  0.66  6.67  5.37 999 9999.0  20.6  15.9 999.0 99.0 99.00
2011 07 19 20 50 251  3.8  4.3  0.64  6.67  5.57 999 9999.0  20.6  16.4 999.0 99.0 99.00
2011 07 19 21 50 270  3.8  5.3  0.64  6.25  5.90 999 9999.0  20.7  16.2 999.0 99.0 99.00
2011 07 19 22 50 282  4.1  5.0  0.65  6.25  6.02 999 9999.0  20.3  16.8 999.0 99.0 99.00
2011 07 19 23 50 287  4.1  4.6  0.65  6.67  6.07 999 9999.0  18.9  16.0 999.0 99.0 99.00
2011 07 20 00 50 297  5.3  5.8  0.70  5.88  5.92 999 9999.0  18.1  15.7 999.0 99.0 99.00
2011 07 20 01 50 298  4.6  5.3  0.72  5.88  5.73 999 9999.0  18.1  15.7 999.0 99.0 99.00
2011 07 20 02 50 315  4.4  4.8  0.69  6.67  5.54 999 9999.0  17.5  15.3 999.0 99.0 99.00
2011 07 20 03 50 342  3.2  3.7  0.71  5.26  5.46 999 9999.0  16.8  14.9 999.0 99.0 99.00
2011 07 20 04 50  21  3.2  3.6  0.66  7.14  5.48 999 9999.0  17.9  14.9 999.0 99.0 99.00
2011 07 20 05 50  24  2.8  3.1  0.65  6.25  5.45 999 9999.0  17.6  14.5 999.0 99.0 99.00
2011 07 20 06 50   7  2.6  2.8  0.57  5.88  5.51 999 9999.0  16.6  14.5 999.0 99.0 99.00
2011 07 20 07 50  28  2.0  2.3  0.54  8.33  5.63 999 9999.0  16.7  14.5 999.0 99.0 99.00
2011 07 20 08 50  39  2.8  3.2  0.53  7.69  5.75 999 9999.0  17.6  14.4 999.0 99.0 99.00
2011 07 20 09 50  24  1.4  1.8  0.54  7.14  6.07 999 9999.0  18.3  14.5 999.0 99.0 99.00
2011 07 20 10 50 260  2.4  2.8  0.56  7.14  6.22 999 9999.0  19.1  14.5 999.0 99.0 99.00
2011 07 20 11 50 237  1.7  1.8  0.62  7.14  6.17 999 9999.0  19.2  14.5 999.0 99.0 99.00
2011 07 20 12 50 208  2.3  2.5  0.65  7.14  6.21 999 9999.0  19.9  14.8 999.0 99.0 99.00
2011 07 20 13 50 211  2.3  2.4  0.71  7.14  6.23 999 9999.0  20.7  14.9 999.0 99.0 99.00
2011 07 20 14 50 190  3.1  3.2  0.69  7.69  6.05 999 9999.0  20.6  15.1 999.0 99.0 99.00
2011 07 20 15 50 214  3.9  4.4  0.72  6.67  5.87 999 9999.0  19.7  15.4 999.0 99.0 99.00
2011 07 20 16 50 220  4.9  5.4  0.70  6.67  5.73 999 9999.0  19.6  15.1 999.0 99.0 99.00
2011 07 20 17 50 225  5.1  5.5  0.64  7.14  5.78 999 9999.0  19.6  15.4 999.0 99.0 99.00
2011 07 20 18 50 224  6.2  6.9  0.66  5.88  5.42 999 9999.0  19.9  15.7 999.0 99.0 99.00
2011 07 20 19 50 217  6.6  7.6  0.69  5.56  3.88 999 9999.0  20.3  15.6 999.0 99.0 99.00
2011 07 20 20 50 221  7.2  8.2  0.81  3.13  3.65 999 9999.0  20.3  15.6 999.0 99.0 99.00
2011 07 20 21 50 227  7.7  8.7  0.90  3.45  3.84 999 9999.0  19.9  15.6 999.0 99.0 99.00
2011 07 20 22 50 235  7.9  9.3  0.96  4.17  3.91 999 9999.0  19.8  15.3 999.0 99.0 99.00
2011 07 20 23 50 233  7.9  9.0  1.13  4.17  4.09 999 9999.0  19.1  15.3 999.0 99.0 99.00
2011 07 21 00 50 240  9.1 10.8  1.26  5.00  4.21 999 9999.0  19.1  15.6 999.0 99.0 99.00
2011 07 21 01 50 244  8.8 10.8  1.45  4.55  4.23 999 9999.0  19.2  15.3 999.0 99.0 99.00
2011 07 21 02 50 246  9.1 10.5  1.43  5.00  4.36 999 9999.0  19.1  15.3 999.0 99.0 99.00
2011 07 21 03 50 240  8.0  9.7  1.39  5.26  4.39 999 9999.0  18.5  15.3 999.0 99.0 99.00
2011 07 21 04 50 243  8.5  9.9  1.55  5.26  4.38 999 9999.0  18.3  15.3 999.0 99.0 99.00
2011 07 21 05 50 249  8.2  9.9  1.48  5.56  4.40 999 9999.0  18.1  15.2 999.0 99.0 99.00
2011 07 21 06 50 239  7.8  9.0  1.50  5.56  4.33 999 9999.0  17.6  15.2 999.0 99.0 99.00
2011 07 21 07 50 242  8.9 10.2  1.43  5.56  4.34 999 9999.0  17.4  15.2 999.0 99.0 99.00
2011 07 21 08 50 245  8.4  9.5  1.44  5.56  4.33 999 9999.0  17.5  15.2 999.0 99.0 99.00
2011 07 21 09 50 243  7.1  8.0  1.38  5.56  4.32 999 9999.0  17.5  15.2 999.0 99.0 99.00
2011 07 21 10 50 249  7.6  8.8  1.35  5.56  4.52 999 9999.0  18.3  14.9 999.0 99.0 99.00
2011 07 21 11 50 248  7.9  9.2  1.46  5.56  4.55 999 9999.0  18.9  14.8 999.0 99.0 99.00
2011 07 21 12 50 254  6.9  8.0  1.44  5.88  4.66 999 9999.0  19.1  14.5 999.0 99.0 99.00
2011 07 21 13 50 239  6.3  7.1  1.33  5.26  4.53 999 9999.0  19.2  14.5 999.0 99.0 99.00
2011 07 21 14 50 232  7.1  8.1  1.21  5.88  4.51 999 9999.0  19.4  14.5 999.0 99.0 99.00
2011 07 21 15 50 229  7.4  8.4  1.26  5.88  4.42 999 9999.0  19.5  14.5 999.0 99.0 99.00
2011 07 21 16 50 233  8.6  9.9  1.32  5.26  4.14 999 9999.0  19.1  14.5 999.0 99.0 99.00
2011 07 21 17 50 229 10.2 11.7  1.43  5.26  4.22 999 9999.0  20.2  14.9 999.0 99.0 99.00
2011 07 21 18 50 231 10.4 11.9  1.49  5.26  4.20 999 9999.0  19.7  14.9 999.0 99.0 99.00
2011 07 21 19 50 232 10.7 12.6  2.05  5.56  4.66 999 9999.0  20.0  14.9 999.0 99.0 99.00
2011 07 21 20 50 237 11.6 13.7  2.17  6.25  4.84 999 9999.0  20.6  14.5 999.0 99.0 99.00
2011 07 21 21 50 235 11.2 13.1  2.40  6.67  5.01 999 9999.0  20.7  14.4 999.0 99.0 99.00
2011 07 21 22 50 234 10.9 12.6  2.28  6.67  4.92 999 9999.0  20.0  14.5 999.0 99.0 99.00
2011 07 21 23 50 236 10.8 13.0  2.17  6.67  4.97 999 9999.0  19.1  14.4 999.0 99.0 99.00
2011 07 22 00 50 241 11.1 12.8  2.29  6.67  5.06 999 9999.0  19.1  14.2 999.0 99.0 99.00
2011 07 22 01 50 242 11.2 13.6  2.46  7.14  5.39 999 9999.0  19.5  14.4 999.0 99.0 99.00
2011 07 22 03 50 245  8.0  9.2 99.00 99.00 99.00 999 9999.0  18.3  15.1 999.0 99.0 99.00
2011 07 22 04 50 251  7.8  9.1 99.00 99.00 99.00 999 9999.0  18.3  15.2 999.0 99.0 99.00
2011 07 22 05 50 256  7.3  8.6  1.98  6.67  5.45 999 9999.0  18.3  15.6 999.0 99.0 99.00
2011 07 22 06 50 250  5.8  6.8  1.76  6.25  5.56 999 9999.0  17.9  15.6 999.0 99.0 99.00
2011 07 22 07 50 251  5.8  7.9  1.63  6.67  5.47 999 9999.0  18.0  15.3 999.0 99.0 99.00
2011 07 22 08 50 246  6.2  7.0  1.61  6.67  5.31 999 9999.0  18.1  15.3 999.0 99.0 99.00
2011 07 22 09 50 255  5.9  6.8  1.49  6.67  5.19 999 9999.0  18.1  15.2 999.0 99.0 99.00
2011 07 22 10 50 261  5.8  6.5  1.50  5.88  5.12 999 9999.0  19.3  15.3 999.0 99.0 99.00
2011 07 22 11 50 243  5.2  5.8  1.33  6.25  4.88 999 9999.0  18.8  15.3 999.0 99.0 99.00
2011 07 22 12 50 267  4.8  5.5  1.28  6.25  4.88 999 9999.0  18.8  15.3 999.0 99.0 99.00
2011 07 22 13 50 279  5.4  6.2  1.31  6.25  5.07 999 9999.0  20.9  15.6 999.0 99.0 99.00
2011 07 22 14 50 255  5.0  5.9  1.24  6.25  4.93 999 9999.0  20.4  15.6 999.0 99.0 99.00
2011 07 22 15 50 259  5.9  6.5  1.21  5.88  4.75 999 9999.0  20.6  15.7 999.0 99.0 99.00
2011 07 22 16 50 260  4.4  4.9  1.15  5.56  4.53 999 9999.0  20.6  15.9 999.0 99.0 99.00
2011 07 22 17 50 256  4.4  4.9  1.10  5.88  4.66 999 9999.0  20.7  16.0 999.0 99.0 99.00
2011 07 22 18 50 263  4.8  5.3  0.97  5.88  4.53 999 9999.0  22.0  16.1 999.0 99.0 99.00
2011 07 22 19 50 272  4.8  5.1  0.95  5.88  4.81 999 9999.0  22.2  16.5 999.0 99.0 99.00
2011 07 22 20 50 253  3.4  3.9  0.92  6.25  4.96 999 9999.0  22.9  16.7 999.0 99.0 99.00
2011 07 22 21 50 234  2.6  2.9  0.84  5.88  5.20 999 9999.0  22.7  17.0 999.0 99.0 99.00
2011 07 22 22 50 234  3.6  4.0  0.85  5.88  5.57 999 9999.0  22.1  16.8 999.0 99.0 99.00
2011 07 22 23 50 275  5.7  6.2  0.84  9.09  5.72 999 9999.0  22.4  16.8 999.0 99.0 99.00
2011 07 23 00 50 264  3.5  3.8  0.88  9.09  5.83 999 9999.0  19.9  16.8 999.0 99.0 99.00
2011 07 23 01 50 316  3.2  4.2  0.95  9.09  5.94 999 9999.0  19.8  16.8 999.0 99.0 99.00
2011 07 23 02 50 355  3.8  4.3  1.02  8.33  5.90 999 9999.0  19.9  16.8 999.0 99.0 99.00
2011 07 23 03 50 335  3.2  3.8  0.97 10.00  5.73 999 9999.0  21.4  16.8 999.0 99.0 99.00
2011 07 23 04 50 305  2.5  3.2  1.05 10.00  5.83 999 9999.0  20.4  16.8 999.0 99.0 99.00
2011 07 23 05 50 310  2.4  2.8  1.05 11.11  6.08 999 9999.0  19.8  16.7 999.0 99.0 99.00
2011 07 23 06 50 283  2.6  2.9  1.02 10.00  5.90 999 9999.0  20.2  16.4 999.0 99.0 99.00
2011 07 23 07 50 264  3.1  3.3  1.03 10.00  5.94 999 9999.0  19.1  16.0 999.0 99.0 99.00
2011 07 23 08 50 278  2.4  2.9  0.94 10.00  6.15 999 9999.0  18.3  16.0 999.0 99.0 99.00
2011 07 23 09 50 345  0.4  0.9  0.95 10.00  6.19 999 9999.0  19.1  15.7 999.0 99.0 99.00
2011 07 23 10 50 237  1.7  1.9  0.97 10.00  6.37 999 9999.0  20.3  16.0 999.0 99.0 99.00
2011 07 23 11 50 261  2.8  3.5  1.06  9.09  6.70 999 9999.0  19.8  16.0 999.0 99.0 99.00
2011 07 23 12 50 302  5.2  5.9  1.15  9.09  7.08 999 9999.0  19.0  16.4 999.0 99.0 99.00
2011 07 23 13 50 219  0.2  0.6  0.99  8.33  6.66 999 9999.0  19.5  16.4 999.0 99.0 99.00
2011 07 23 14 50 242  2.8  3.2  1.11  8.33  6.99 999 9999.0  19.8  16.7 999.0 99.0 99.00
2011 07 23 15 50 285  0.4  1.0  1.14  8.33  7.02 999 9999.0  20.4  16.8 999.0 99.0 99.00
2011 07 23 16 50 251  1.0  1.6  1.05  8.33  6.59 999 9999.0  20.3  17.2 999.0 99.0 99.00
2011 07 23 17 50 243  2.8  3.7  1.00  8.33  6.44 999 9999.0  20.1  17.2 999.0 99.0 99.00
2011 07 23 18 50 248  3.4  3.8  0.94  9.09  6.07 999 9999.0  21.2  17.2 999.0 99.0 99.00
2011 07 23 19 50 248  4.2  4.8  0.88  9.09  6.06 999 9999.0  20.7  17.2 999.0 99.0 99.00
2011 07 23 20 50 237  5.4  5.9  0.89  9.09  5.89 999 9999.0  20.9  16.7 999.0 99.0 99.00
2011 07 23 21 50 237  6.8  7.7  0.87  9.09  5.64 999 9999.0  21.0  16.5 999.0 99.0 99.00
2011 07 23 22 50 242  5.8  7.1  0.82  8.33  4.80 999 9999.0  20.8  16.4 999.0 99.0 99.00
2011 07 23 23 50 238  5.0  5.6  0.91  8.33  4.71 999 9999.0  19.2  16.0 999.0 99.0 99.00
2011 07 24 00 50 254  6.1  7.0  1.05  8.33  5.00 999 9999.0  19.2  15.9 999.0 99.0 99.00
2011 07 24 01 50 268  5.4  6.4  0.99  7.69  4.96 999 9999.0  18.7  15.9 999.0 99.0 99.00
2011 07 24 02 50 286  5.4  6.2  1.03  7.69  4.94 999 9999.0  18.3  15.7 999.0 99.0 99.00
2011 07 24 03 50 296  4.2  4.7  1.17  7.69  5.11 999 9999.0  19.0  16.4 999.0 99.0 99.00
2011 07 24 04 50 242  2.9  3.6  1.17  7.14  5.36 999 9999.0  18.3  16.5 999.0 99.0 99.00
2011 07 24 05 50 282  3.6  4.2  1.24  7.14  5.60 999 9999.0  20.0  16.4 999.0 99.0 99.00
2011 07 24 06 50 258  3.0  3.8  1.06  8.33  5.56 999 9999.0  18.6  16.5 999.0 99.0 99.00
2011 07 24 07 50 282  3.2  3.6  1.07  8.33  5.67 999 9999.0  18.6  16.8 999.0 99.0 99.00
2011 07 24 08 50 283  3.6  4.1  0.87  8.33  5.44 999 9999.0  18.3  16.7 999.0 99.0 99.00
2011 07 24 09 50 301  2.2  2.7  0.84  8.33  5.83 999 9999.0  19.8  16.5 999.0 99.0 99.00
2011 07 24 10 50 328  2.7  3.4  0.81  8.33  5.71 999 9999.0  20.9  16.4 999.0 99.0 99.00
2011 07 24 11 50 353  3.0  3.4  0.89  8.33  6.17 999 9999.0  18.7  16.0 999.0 99.0 99.00
2011 07 24 12 50  30  5.4  6.2  0.85  8.33  6.34 999 9999.0  18.7  16.0 999.0 99.0 99.00
2011 07 24 13 50  48  6.0  7.4  0.76  8.33  6.33 999 9999.0  19.9  16.0 999.0 99.0 99.00
2011 07 24 14 50  69  5.7  6.7  0.77  7.14  5.82 999 9999.0  19.1  16.0 999.0 99.0 99.00
2011 07 24 15 50  83  6.2  7.2  0.93  7.14  5.73 999 9999.0  19.2  16.0 999.0 99.0 99.00
2011 07 24 16 50  85  5.0  5.6  0.94  7.14  5.37 999 9999.0  19.1  16.0 999.0 99.0 99.00
2011 07 24 17 50  90  3.4  3.9  1.09  7.14  5.89 999 9999.0  19.6  16.0 999.0 99.0 99.00
2011 07 24 18 50  97  1.9  2.7  1.03  7.14  6.05 999 9999.0  19.9  16.7 999.0 99.0 99.00
2011 07 24 19 50 124  0.5  0.8  0.91  6.67  6.06 999 9999.0  21.3  16.8 999.0 99.0 99.00
2011 07 24 20 50   0  0.0  0.4  0.80  7.69  5.95 999 9999.0  21.7  16.8 999.0 99.0 99.00
2011 07 24 21 50 240  1.3  1.7  0.72  7.69  5.91 999 9999.0  20.7  16.9 999.0 99.0 99.00
2011 07 24 22 50 278  1.2  1.5  0.79  7.14  6.06 999 9999.0  21.0  16.7 999.0 99.0 99.00
2011 07 25 00 50 218  0.6  0.9  0.74  7.69  5.94 999 9999.0  16.9  16.7 999.0 99.0 99.00
2011 07 25 01 50 110  1.2  1.5 99.00 99.00 99.00 999 9999.0  17.1  17.2 999.0 99.0 99.00
2011 07 25 02 50  33  1.6  1.9  0.82  7.14  6.51 999 9999.0  16.6  16.8 999.0 99.0 99.00
2011 07 25 03 50 242  0.4  0.8  0.84  7.14  6.36 999 9999.0  16.5  16.7 999.0 99.0 99.00
2011 07 25 04 50 341  1.4  1.7  0.80  7.14  6.04 999 9999.0  16.4  16.5 999.0 99.0 99.00
2011 07 25 05 50 316  0.6  1.0  0.83  7.14  6.15 999 9999.0  16.0  16.7 999.0 99.0 99.00
2011 07 25 06 50 344  0.6  0.9  0.81  6.67  6.04 999 9999.0  15.9  16.7 999.0 99.0 99.00
2011 07 25 07 50 340  0.2  0.4  0.79  7.14  5.93 999 9999.0  15.6  16.7 999.0 99.0 99.00
2011 07 25 08 50   7  0.4  0.6  0.66  7.14  5.90 999 9999.0  15.6  16.8 999.0 99.0 99.00
2011 07 25 09 50  50  0.5  0.9  0.63  6.67  5.89 999 9999.0  17.6  16.4 999.0 99.0 99.00
