"","FIPS","County","Pop_Total","Pop_Urban","Pop_Rural","Pop_Rural_Farm","Pop_Rural_Nonfarm","Type","Pop_Male","Male_00_09","Male_10_19","Male_20_29","Male_30_39","Male_40_49","Male_50_59","Male_60_69","Male_70_79","Male_80_up","Pop_Female","Female_00_09","Female_10_19","Female_20_29","Female_30_39","Female_40_49","Female_50_59","Female_60_69","Female_70_79","Female_80_up","Male_Degree","Female_Degree","Pop_degree","Median_household_income","Total_median_earnings","Male_median_earnings","Female_median_earnings","Total_aggregate_earnings","Male_aggregate_earnings","Female_aggregate_earnings"
"543",230110250001,"Kennebec",1608,NA,1608,17,1591,"Rural",733,100,139,79,137,125,63,36,45,9,875,164,146,129,145,120,78,37,50,6,0.078947368,0.090373281,0.084745763,37500,21623,24375,18576,20085200,12952300,7132900
"544",230110250002,"Kennebec",1068,256,812,NA,812,"Rural",519,74,74,47,89,105,46,54,30,0,549,65,90,26,106,103,82,27,41,9,0.208459215,0.257894737,0.23488045,36383,27109,29414,19868,18832600,12047300,6785200
"545",230110250003,"Kennebec",1505,1082,423,NA,423,"Urban",769,195,56,108,134,110,73,38,40,15,736,109,73,135,113,105,67,40,51,43,0.239631336,0.062634989,0.148272018,25455,17188,22237,13194,16278200,10369200,5908900
"546",230110250004,"Kennebec",1230,767,463,NA,463,"Urban",565,28,95,54,71,96,100,76,35,10,665,80,67,71,95,58,146,70,46,32,0.266203704,0.187628866,0.224645583,40208,21900,31500,17230,21018900,12494000,8524900
"547",230110250005,"Kennebec",548,234,314,NA,314,"Rural",331,41,79,42,29,49,63,11,17,0,217,10,6,8,47,79,47,0,15,5,0.176767677,0.288557214,0.233082707,59022,22227,28295,20870,10749200,6952100,3797200
"548",230139701001,"Knox",388,NA,388,NA,388,"Rural",197,26,33,11,34,35,29,12,8,9,191,25,28,17,31,40,20,18,11,1,0.22556391,0.2,0.212927757,40446,20365,25893,8409,5289900,4023400,1266500
"549",230139701002,"Knox",415,NA,415,NA,415,"Rural",197,26,23,20,31,34,29,7,21,6,218,32,23,21,27,25,30,25,15,20,0.171641791,0.171974522,0.171821306,27188,22625,30000,6528,5955700,4860000,1095600
"550",230139701003,"Knox",811,NA,811,NA,811,"Rural",399,65,33,48,65,72,38,26,40,12,412,50,49,46,61,51,38,36,56,25,0.164874552,0.274305556,0.220458554,40125,21731,35956,7614,14831300,11967100,2864200
"551",230139701004,"Knox",81,NA,81,4,77,"Rural",37,0,4,6,9,9,3,6,0,0,44,9,11,0,6,7,7,4,0,0,0.303030303,0.208333333,0.263157895,25000,14375,20833,5625,858800,641300,217500
"552",230139701005,"Knox",51,NA,51,NA,51,"Rural",26,4,0,0,2,7,5,6,0,2,25,2,3,0,4,4,5,3,4,0,0.181818182,0.45,0.30952381,32500,16875,18750,15625,635500,463200,172400
"553",230139702001,"Knox",817,442,375,NA,375,"Urban",369,31,40,31,31,71,41,71,46,7,448,35,40,32,64,47,56,78,50,46,0.456747405,0.416666667,0.434850863,44125,29211,28026,30750,17499300,8561100,8938200
"554",230139702002,"Knox",1082,1082,NA,NA,NA,"Urban",454,54,80,29,30,32,55,51,56,67,628,34,45,40,32,79,81,88,110,119,0.514563107,0.41219963,0.449411765,29554,15673,16625,14118,15254900,7796200,7458600
"555",230139702003,"Knox",1567,1567,NA,NA,NA,"Urban",709,74,76,96,103,125,129,39,28,39,858,45,79,60,126,120,178,44,68,138,0.411538462,0.398305085,0.403908795,47946,23205,25208,21970,28368700,15663200,12705500
"556",230139702004,"Knox",568,479,89,NA,89,"Urban",252,23,47,5,19,68,37,19,34,0,316,52,49,6,53,62,51,8,27,8,0.494505495,0.43062201,0.460358056,37250,12292,20375,9727,6468500,4660000,1808500
"557",230139702005,"Knox",1220,433,787,NA,787,"Rural",648,107,82,24,90,96,108,87,48,6,572,53,76,38,111,89,99,62,29,15,0.513333333,0.429245283,0.472540046,45179,18646,29808,11299,19749100,14687500,5061600
"558",230139703001,"Knox",1310,NA,1310,40,1270,"Rural",642,96,117,38,81,143,77,61,23,6,668,80,85,59,121,130,84,65,28,16,0.272727273,0.268595041,0.270509978,42273,21887,26198,17260,21366500,12099500,9267000
"559",230139703002,"Knox",1271,NA,1271,28,1243,"Rural",624,99,102,58,114,105,63,36,36,11,647,91,104,57,108,114,82,50,27,14,0.2475,0.224770642,0.235645933,36615,20810,25022,17583,16735800,9950100,6785700
"560",230139703003,"Knox",1345,NA,1345,52,1293,"Rural",676,85,101,58,100,115,106,69,30,12,669,69,98,69,107,134,85,51,42,14,0.115879828,0.209745763,0.163113006,35492,19831,24511,15405,17185500,10665000,6520500
"561",230139703004,"Knox",1430,NA,1430,39,1391,"Rural",675,92,97,73,84,126,91,60,44,8,755,87,107,70,100,136,100,66,47,42,0.220524017,0.211895911,0.215863454,37989,20952,24423,15938,18421700,11067400,7354200
"562",230139703005,"Knox",779,NA,779,19,760,"Rural",403,47,62,31,62,80,62,29,22,8,376,42,48,31,63,76,36,43,24,13,0.16967509,0.213483146,0.191176471,37143,21389,26397,16188,9890600,6202000,3688600
"563",230139704001,"Knox",1835,NA,1835,NA,1835,"Rural",916,139,169,86,149,148,125,21,65,14,919,110,153,111,116,212,93,69,30,25,0.115107914,0.211409396,0.164930556,32692,20151,23814,15040,21698100,13237800,8460300
"564",230139704002,"Knox",1959,180,1779,81,1698,"Rural",1108,127,110,172,220,192,142,61,84,0,851,114,126,98,133,128,102,66,61,23,0.108043217,0.160068847,0.129420085,37136,19309,24357,15734,27923000,18641800,9281200
"565",230139704003,"Knox",891,891,NA,NA,NA,"Urban",669,35,48,149,177,140,47,33,24,16,222,8,34,8,53,49,16,32,12,10,0.195402299,0.314285714,0.225251076,36731,10033,7593,16417,8806300,6435700,2370600
"566",230139704004,"Knox",1228,1187,41,5,36,"Urban",536,64,51,70,75,65,100,47,53,11,692,74,85,93,53,83,111,54,85,54,0.306666667,0.271629779,0.286697248,27064,16947,21615,14803,15772600,8924400,6848200
"567",230139704005,"Knox",1629,1082,547,NA,547,"Urban",798,117,119,93,102,131,91,73,50,22,831,148,50,79,133,134,103,86,67,31,0.120155039,0.14527027,0.133574007,38618,21289,25791,15821,23268800,15286200,7982600
"568",230139705001,"Knox",706,435,271,NA,271,"Urban",324,37,49,7,31,58,65,21,23,33,382,43,29,27,29,52,69,55,54,24,0.606060606,0.503355705,0.548204159,51917,20302,21648,14375,10800400,6224800,4575700
"569",230139705002,"Knox",1285,234,1051,NA,1051,"Rural",616,118,60,38,32,90,98,97,43,40,669,65,86,46,80,101,114,96,47,34,0.506849315,0.422,0.461620469,50100,26280,32104,17813,26401200,17489200,8912000
"570",230139705003,"Knox",1218,NA,1218,45,1173,"Rural",617,94,86,61,110,128,91,28,19,0,601,73,68,57,114,141,73,32,26,17,0.386727689,0.237668161,0.311438279,42240,22233,27174,16667,20873300,13734300,7139000
"571",230139706001,"Knox",558,558,NA,NA,NA,"Urban",261,14,23,53,63,54,23,10,21,0,297,25,52,70,38,53,13,16,18,12,0.320197044,0.208333333,0.269541779,32300,18750,22500,15852,7895500,4659100,3236500
"572",230139706002,"Knox",865,865,NA,NA,NA,"Urban",425,39,73,34,33,101,56,45,31,13,440,60,43,47,41,68,72,50,43,16,0.061643836,0.070552147,0.066343042,19063,14085,25469,12083,8522500,5271000,3251500
"573",230139706003,"Knox",721,721,NA,NA,NA,"Urban",359,47,36,58,69,57,60,6,20,6,362,53,21,57,49,63,59,6,49,5,0.142259414,0.180327869,0.161490683,31750,12140,22098,10833,9048600,5798000,3250600
"574",230139706004,"Knox",744,744,NA,NA,NA,"Urban",355,51,57,49,50,46,66,22,14,0,389,70,32,38,55,79,36,31,36,12,0.200854701,0.191489362,0.195736434,21952,18636,20640,12500,6437300,4170000,2267200
"575",230139707001,"Knox",1358,557,801,NA,801,"Rural",629,61,80,29,108,139,65,76,48,23,729,76,79,33,122,108,126,87,65,33,0.245833333,0.14673913,0.192829457,39591,20580,25469,18854,19445000,12531900,6913100
"576",230139707002,"Knox",897,897,NA,NA,NA,"Urban",368,38,43,71,65,29,14,56,33,19,529,74,98,65,45,72,29,81,44,21,0.029411765,0.080597015,0.059336824,23667,17396,23380,14531,11314200,5042200,6272100
"577",230139707003,"Knox",1901,1901,NA,NA,NA,"Urban",902,127,96,122,134,100,144,62,36,81,999,77,99,125,143,121,125,50,105,154,0.317275748,0.255720054,0.283271375,29107,20086,25365,15855,24027900,16514100,7513700
"578",230139707004,"Knox",565,565,NA,NA,NA,"Urban",195,8,31,51,19,15,23,19,19,10,370,7,55,47,20,65,21,38,41,76,0.317829457,0.406143345,0.379146919,27802,14342,5750,15743,5522900,1667300,3855600
"579",230139708001,"Knox",978,293,685,6,679,"Rural",454,58,46,21,62,68,68,43,70,18,524,53,52,31,48,87,76,68,68,41,0.292537313,0.208333333,0.246298789,35536,19955,24286,15329,13922000,9452200,4469700
"580",230139708002,"Knox",623,83,540,4,536,"Rural",315,30,45,23,51,35,51,35,26,19,308,29,25,28,33,54,52,30,32,25,0.308370044,0.237704918,0.271762208,49750,20428,28500,15060,9626400,6835000,2791400
"581",230139708003,"Knox",866,NA,866,NA,866,"Rural",395,51,53,31,62,66,55,29,29,19,471,57,71,43,70,72,56,60,26,16,0.128113879,0.154798762,0.142384106,40694,22284,27750,19250,13706000,9100000,4606000
"582",230139708004,"Knox",550,NA,550,NA,550,"Rural",279,31,46,23,23,51,37,34,26,8,271,12,38,25,28,52,37,36,29,14,0.310526316,0.293023256,0.301234568,46364,22171,29375,15833,9678400,6093600,3584800
"583",230139709001,"Knox",856,NA,856,NA,856,"Rural",431,61,84,31,60,50,59,41,39,6,425,72,47,43,65,52,60,45,32,9,0.185714286,0.249158249,0.218370884,41750,21181,28077,16587,12238300,8050300,4188100
"584",230139709002,"Knox",842,NA,842,NA,842,"Rural",439,44,49,44,39,98,53,55,42,15,403,42,45,34,39,69,82,42,38,12,0.325949367,0.386363636,0.355769231,42946,21630,26771,16438,13384300,9442100,3942300
"585",230139709003,"Knox",882,NA,882,17,865,"Rural",417,44,48,12,73,48,64,59,37,32,465,30,38,17,73,50,62,60,85,50,0.336448598,0.299748111,0.316155989,39306,20758,22829,19306,11080100,7121900,3958300
"586",230139710001,"Knox",1322,NA,1322,8,1314,"Rural",666,93,76,78,91,103,87,66,48,24,656,81,72,78,79,102,103,43,63,35,0.215517241,0.197826087,0.206709957,40598,20474,23529,16974,18852700,12175800,6676900
"587",230139710002,"Knox",592,NA,592,7,585,"Rural",295,21,46,24,30,57,34,33,27,23,297,31,19,17,33,52,41,35,37,32,0.224215247,0.30212766,0.26419214,40556,20573,25455,16397,8125700,5584100,2541500
"588",230139710003,"Knox",612,NA,612,NA,612,"Rural",297,39,38,41,44,37,41,34,18,5,315,38,51,48,35,28,45,31,21,18,0.175879397,0.199052133,0.187804878,38000,16528,26417,12443,8703400,6268400,2435000
"589",230159751001,"Lincoln",517,NA,517,16,501,"Rural",250,34,40,17,37,45,44,21,12,0,267,48,37,23,28,48,38,24,13,8,0.214285714,0.2,0.206896552,36875,22500,25583,19219,6844100,3990400,2853700
"590",230159751002,"Lincoln",1679,NA,1679,9,1670,"Rural",820,106,130,64,118,173,99,68,58,4,859,117,121,79,126,153,126,63,46,28,0.189090909,0.240677966,0.215789474,41103,23895,26250,21801,24533300,14197600,10335700
"591",230159751003,"Lincoln",690,NA,690,8,682,"Rural",360,66,23,12,56,63,47,44,30,19,330,34,43,22,50,56,37,38,36,14,0.314393939,0.292682927,0.303921569,44688,24596,26250,22763,11553100,7003800,4549300
"592",230159751004,"Lincoln",1261,NA,1261,NA,1261,"Rural",593,28,75,70,66,118,123,60,26,27,668,99,92,60,87,102,105,45,38,40,0.17920354,0.17218543,0.175690608,39712,21742,25370,19598,17779400,10688700,7090700
"593",230159751005,"Lincoln",1024,NA,1024,59,965,"Rural",495,69,92,44,74,99,61,32,24,0,529,60,99,43,109,85,69,29,21,14,0.228840125,0.216524217,0.22238806,36307,19635,25486,13403,13063200,7963200,5100000
"594",230159752001,"Lincoln",2123,NA,2123,108,2015,"Rural",1066,164,135,78,141,193,144,117,71,23,1057,108,160,107,142,210,131,96,57,46,0.166435506,0.198639456,0.182692308,40085,19824,25417,16017,26764500,16205000,10559500
"595",230159752002,"Lincoln",1562,NA,1562,13,1549,"Rural",739,115,109,66,75,124,79,80,62,29,823,108,87,106,72,99,103,95,96,57,0.177453027,0.195840555,0.1875,30000,17381,22154,13708,15542500,10434400,5108100
"596",230159752003,"Lincoln",1231,NA,1231,25,1206,"Rural",625,75,119,100,48,115,80,45,33,10,606,68,94,60,100,109,74,33,35,33,0.18622449,0.191489362,0.188957055,35417,18467,21842,11516,14582200,8475000,6107200
"597",230159753001,"Lincoln",1011,NA,1011,22,989,"Rural",485,64,82,27,51,104,67,40,30,20,526,79,84,37,71,89,64,44,30,28,0.28313253,0.306784661,0.295081967,40000,20735,26827,15875,15803900,10509700,5294200
"598",230159753002,"Lincoln",615,NA,615,8,607,"Rural",282,36,30,30,28,55,47,26,23,7,333,25,41,21,50,51,65,40,26,14,0.303921569,0.296577947,0.299785867,39671,21989,30263,17961,10980700,6905000,4075800
"599",230159753003,"Lincoln",1087,NA,1087,32,1055,"Rural",520,60,85,47,54,75,51,72,45,31,567,38,56,61,58,83,80,56,87,48,0.31092437,0.310657596,0.310776942,30357,21582,25197,20179,15170800,9843300,5327500
"600",230159753004,"Lincoln",954,NA,954,NA,954,"Rural",411,48,55,22,39,64,42,68,34,39,543,41,61,18,45,69,60,49,75,125,0.427118644,0.331002331,0.370165746,40694,22660,28523,14219,10093900,6524100,3569900
"601",230159754001,"Lincoln",683,NA,683,23,660,"Rural",348,55,54,16,48,58,62,27,16,12,335,24,57,13,50,70,61,31,19,10,0.285714286,0.314285714,0.300420168,43125,23148,30438,17981,9471000,6083600,3387400
"602",230159754002,"Lincoln",1740,NA,1740,54,1686,"Rural",809,72,125,60,102,138,122,88,67,35,931,102,119,64,113,158,136,87,98,54,0.395904437,0.380530973,0.387658228,43000,22480,28250,16944,28089700,17621500,10468200
"603",230159754004,"Lincoln",1090,NA,1090,16,1074,"Rural",510,46,78,32,55,100,92,56,36,15,580,78,77,36,75,100,80,48,49,37,0.395663957,0.359036145,0.37627551,43833,19464,26012,14492,16020200,10272500,5747700
"604",230159755001,"Lincoln",1634,NA,1634,43,1591,"Rural",831,128,105,75,146,144,113,66,43,11,803,113,92,94,135,138,114,42,45,30,0.194003527,0.236749117,0.215357458,41719,20616,27891,14375,24844000,16851600,7992400
"605",230159755002,"Lincoln",1658,NA,1658,31,1627,"Rural",786,141,127,77,87,179,89,45,41,0,872,117,182,101,133,186,72,54,20,7,0.155555556,0.164794007,0.160349854,37148,20175,30000,12578,21930800,14223800,7707000
"606",230159755003,"Lincoln",1174,NA,1174,NA,1174,"Rural",624,35,139,70,71,107,90,49,30,33,550,75,68,30,92,61,101,36,74,13,0.178217822,0.210526316,0.194271482,31813,21332,25136,19479,15392400,9834900,5557500
"607",230159755004,"Lincoln",771,NA,771,26,745,"Rural",364,20,30,39,33,92,42,71,19,18,407,7,29,53,24,77,93,61,24,39,0.392361111,0.264615385,0.324632953,46563,21021,27344,18403,13153800,7714400,5439400
"608",230159755005,"Lincoln",736,NA,736,NA,736,"Rural",369,43,47,22,26,72,64,44,31,20,367,36,56,16,48,84,48,39,21,19,0.273062731,0.225925926,0.249537893,39010,21029,29688,12375,11810600,8225000,3585600
"609",230159756001,"Lincoln",784,NA,784,NA,784,"Rural",370,31,49,17,36,61,90,36,34,16,414,36,43,25,31,74,82,43,42,38,0.289285714,0.246875,0.266666667,36167,20817,26250,15588,11211500,6951000,4260400
"610",230159756002,"Lincoln",798,NA,798,NA,798,"Rural",379,33,51,57,51,46,65,33,31,12,419,38,44,56,55,76,49,58,39,4,0.190298507,0.185303514,0.187607573,38580,16845,26100,11736,10477900,6411700,4066200
"611",230159756004,"Lincoln",1203,NA,1203,9,1194,"Rural",648,68,99,58,62,114,86,85,61,15,555,43,82,32,69,106,91,54,47,31,0.227876106,0.213270142,0.220823799,40739,17902,25521,15568,20535600,15097000,5438600
"612",230159756005,"Lincoln",641,NA,641,NA,641,"Rural",306,25,16,27,38,36,45,44,63,12,335,22,18,13,38,28,39,42,85,50,0.447580645,0.268292683,0.351401869,32000,25227,27500,14615,8903500,6092700,2810800
"613",230159757001,"Lincoln",900,NA,900,16,884,"Rural",457,39,60,27,45,49,82,86,43,26,443,34,37,23,38,72,100,60,59,20,0.379710145,0.331476323,0.355113636,38636,18500,25170,14750,15166100,9283700,5882400
"614",230159758001,"Lincoln",704,NA,704,NA,704,"Rural",302,24,14,12,18,36,87,50,40,21,402,49,11,11,36,67,80,70,36,42,0.507751938,0.377192982,0.433333333,48203,28009,33333,21250,12557700,7850800,4706900
"615",230159758002,"Lincoln",995,NA,995,NA,995,"Rural",516,50,114,33,64,117,42,52,33,11,479,50,92,37,76,83,51,31,35,24,0.286956522,0.249190939,0.26911315,38125,20362,23816,14750,13666200,9198800,4467400
"616",230159758003,"Lincoln",580,NA,580,20,560,"Rural",311,51,61,42,32,41,52,17,15,0,269,16,26,36,19,52,44,46,19,11,0.097826087,0.210280374,0.158291457,36827,20541,22353,15833,8914200,5006000,3908200
"617",230159758004,"Lincoln",681,NA,681,NA,681,"Rural",316,33,29,17,40,44,73,44,19,17,365,43,45,23,39,79,56,35,28,17,0.240963855,0.356363636,0.301526718,40625,20167,27125,13333,10312400,7047800,3264600
"618",230159759001,"Lincoln",549,NA,549,NA,549,"Rural",235,24,27,28,29,37,25,47,4,14,314,29,44,19,21,51,32,60,33,25,0.248587571,0.286343612,0.26980198,30774,15776,20000,10694,7948300,4479700,3468600
"619",230159759002,"Lincoln",705,NA,705,NA,705,"Rural",357,25,42,35,40,52,38,46,79,0,348,16,25,30,18,58,44,67,53,37,0.345724907,0.295918367,0.319715808,32014,16992,22813,12700,8351600,5182600,3169100
"620",230159759003,"Lincoln",534,NA,534,NA,534,"Rural",242,19,19,15,38,28,43,40,27,13,292,26,30,21,19,54,42,32,30,38,0.32160804,0.336206897,0.329466357,40000,22284,31563,20521,8832200,5044000,3788200
"621",230159759004,"Lincoln",546,NA,546,NA,546,"Rural",269,31,50,14,31,40,28,45,17,13,277,26,29,13,42,32,63,20,22,30,0.361111111,0.220183486,0.283919598,36667,15917,25278,14875,6779300,4379000,2400400
"622",230159760001,"Lincoln",677,NA,677,NA,677,"Rural",327,24,18,25,24,55,36,47,72,26,350,30,27,6,25,55,56,52,62,37,0.410909091,0.360824742,0.385159011,38125,20050,25114,15625,10205900,7688800,2517100
"623",230159761001,"Lincoln",79,NA,79,NA,79,"Rural",41,1,5,8,10,4,8,5,0,0,38,0,7,8,8,4,5,4,0,2,0.161290323,0.285714286,0.220338983,26250,14250,16458,11944,1353600,880800,472800
"624",230179951001,"Oxford",1526,NA,1526,21,1505,"Rural",788,81,114,51,100,143,125,106,48,20,738,85,92,48,101,135,133,80,43,21,0.173758865,0.183673469,0.178603808,36313,19688,25679,14620,23038800,16093700,6945100
"625",230179954001,"Oxford",1251,525,726,55,671,"Rural",611,52,97,37,69,118,66,103,48,21,640,31,100,51,116,91,98,59,61,33,0.061810155,0.149159664,0.1065662,30500,21607,30313,16950,15866000,9405800,6460200
"626",230179954002,"Oxford",516,516,NA,NA,NA,"Urban",247,33,45,34,45,36,7,26,11,10,269,25,30,39,42,33,22,32,25,21,0.127388535,0.112903226,0.119533528,25625,22250,31071,15333,7144000,4906500,2237500
"627",230179954003,"Oxford",1697,648,1049,45,1004,"Rural",866,133,131,51,123,145,101,48,124,10,831,96,114,73,116,145,62,84,101,40,0.078947368,0.120401338,0.100171233,30547,18667,27414,11429,19867700,13031600,6836100
"628",230179955001,"Oxford",1259,NA,1259,58,1201,"Rural",614,44,75,68,121,73,109,65,34,25,645,59,127,71,86,100,79,51,54,18,0.107758621,0.086046512,0.097315436,40484,22500,36806,13566,22166400,17199200,4967200
"629",230179955002,"Oxford",1100,1100,NA,NA,NA,"Urban",513,86,66,74,73,74,44,34,40,22,587,77,57,80,83,74,48,35,70,63,0.114906832,0.095717884,0.104311544,22708,16007,21685,11585,9261200,5880900,3380300
"630",230179956002,"Oxford",1482,1482,NA,NA,NA,"Urban",693,88,103,70,82,113,27,97,64,49,789,100,77,52,100,111,69,87,149,44,0.131004367,0.115716753,0.12246866,23207,17750,24514,11837,15369100,10979400,4389700
"631",230179956003,"Oxford",1108,691,417,13,404,"Urban",501,36,79,36,48,109,66,65,36,26,607,75,92,57,82,91,82,56,50,22,0.152588556,0.13022113,0.140826873,26637,21336,39792,12961,12539800,9104800,3435000
"632",230179956004,"Oxford",1523,577,946,NA,946,"Rural",744,72,120,49,106,109,108,72,92,16,779,82,108,67,91,71,84,84,104,88,0.131826742,0.098591549,0.114649682,30568,20954,31129,15697,17131500,13363000,3768500
"633",230179957001,"Oxford",1121,NA,1121,31,1090,"Rural",539,64,77,48,78,109,57,44,27,35,582,72,81,38,102,83,54,57,55,40,0.061007958,0.073809524,0.067754078,32625,18894,22891,15238,11559700,7638800,3920900
"634",230179957002,"Oxford",549,NA,549,NA,549,"Rural",241,44,27,15,30,26,34,28,25,12,308,39,35,33,26,25,56,20,56,18,0.154320988,0.111111111,0.12962963,29632,21731,20833,22500,4959400,2745000,2214400
"635",230179957003,"Oxford",1965,NA,1965,39,1926,"Rural",966,100,196,81,126,172,138,81,53,19,999,123,171,52,150,218,108,89,44,44,0.104776579,0.134978229,0.120328849,38259,19746,26806,13920,24847800,17798700,7049100
"636",230179958001,"Oxford",963,NA,963,27,936,"Rural",476,46,77,30,60,125,60,42,30,6,487,81,89,33,75,87,49,33,26,14,0.093294461,0.132450331,0.111627907,36488,23203,28482,16685,12929100,8860100,4069000
"637",230179958002,"Oxford",851,NA,851,21,830,"Rural",416,47,67,37,62,68,83,32,13,7,435,53,71,37,56,73,68,44,14,19,0.175438596,0.203389831,0.189655172,39196,19597,26406,16518,12013100,7841900,4171200
"638",230179958003,"Oxford",634,NA,634,4,630,"Rural",336,52,55,31,39,82,26,25,21,5,298,26,46,25,41,74,18,34,22,12,0.106796117,0.14953271,0.128571429,41250,21823,30000,15234,8801400,6084900,2716500
"639",230179958004,"Oxford",884,NA,884,NA,884,"Rural",426,47,65,26,78,61,50,46,35,18,458,57,77,33,71,64,44,46,39,27,0.097315436,0.102893891,0.100164204,36429,21833,29653,12198,10669500,7130900,3538600
"640",230179959001,"Oxford",964,NA,964,33,931,"Rural",488,52,55,60,67,86,81,35,50,2,476,53,73,44,51,94,55,72,26,8,0.150837989,0.12238806,0.137085137,34712,19309,26855,11875,14250000,10551500,3698500
"641",230179959002,"Oxford",1178,NA,1178,15,1163,"Rural",567,72,89,55,82,81,67,56,48,17,611,61,79,57,80,94,74,64,57,45,0.298941799,0.328828829,0.315085158,29837,15339,20170,12000,14600400,9086900,5513500
"642",230179959003,"Oxford",643,NA,643,12,631,"Rural",325,44,64,23,47,64,48,14,17,4,318,34,38,22,61,77,25,45,6,10,0.282296651,0.262711864,0.271910112,38393,19519,26154,13661,10146300,6669900,3476500
"643",230179960001,"Oxford",1860,NA,1860,34,1826,"Rural",932,116,145,80,143,154,125,99,48,22,928,99,119,92,138,178,128,94,44,36,0.186813187,0.24340176,0.216072782,37396,20154,27419,16037,28993700,19751700,9242000
"644",230179960002,"Oxford",1307,NA,1307,11,1296,"Rural",674,81,113,54,109,107,87,59,47,17,633,55,88,66,102,97,71,83,34,37,0.158590308,0.194323144,0.176535088,35642,20021,24306,14180,16502300,10643500,5858700
"645",230179961003,"Oxford",1722,NA,1722,39,1683,"Rural",820,114,131,89,123,110,107,71,43,32,902,103,113,91,98,140,110,75,58,114,0.071028037,0.091757387,0.082342954,30000,16992,20926,13583,17445500,10006000,7439400
"646",230179962001,"Oxford",888,888,NA,NA,NA,"Urban",482,35,77,74,41,103,73,7,41,31,406,44,51,48,57,67,42,19,47,31,0.049230769,0.093103448,0.069918699,33393,18707,23690,14635,10926600,6788300,4138300
"647",230179962002,"Oxford",820,84,736,NA,736,"Rural",388,35,49,22,86,69,45,22,54,6,432,74,67,50,61,77,27,12,42,22,0.14532872,0.17037037,0.157423971,43125,19792,25568,16333,10125300,6093300,4032000
"648",230179962003,"Oxford",1745,376,1369,31,1338,"Rural",760,53,130,95,123,110,106,69,52,22,985,74,97,120,90,163,111,129,95,106,0.175803403,0.193591455,0.186228482,32006,19244,23464,15849,21271200,13094000,8177200
"649",230179962004,"Oxford",1340,511,829,21,808,"Rural",654,114,92,62,73,87,60,85,36,45,686,55,108,63,72,95,125,65,56,47,0.107981221,0.18,0.146868251,35435,16946,23986,15099,15268000,9254100,6013900
"650",230179963001,"Oxford",1723,NA,1723,32,1691,"Rural",852,86,153,104,133,144,128,65,30,9,871,140,113,87,140,163,101,60,45,22,0.136690647,0.199655766,0.168865435,36821,20719,25306,16765,25235000,15598300,9636700
"651",230179963002,"Oxford",1053,NA,1053,22,1031,"Rural",541,58,95,51,102,116,71,25,12,11,512,52,101,47,92,101,64,26,22,7,0.225,0.237951807,0.231213873,45417,23438,27951,20219,17265600,10663200,6602400
"652",230179964001,"Oxford",1882,35,1847,107,1740,"Rural",929,80,194,63,176,118,124,97,41,36,953,100,148,105,176,149,122,69,60,24,0.109546166,0.119335347,0.114527287,35765,19720,22473,16422,23200600,12342700,10857900
"653",230179964002,"Oxford",1497,407,1090,NA,1090,"Rural",740,128,127,81,115,158,54,41,30,6,757,113,110,72,124,145,75,71,40,7,0.124716553,0.107216495,0.115550756,36250,17384,21786,15272,18011500,11464200,6547300
"654",230179964003,"Oxford",988,NA,988,NA,988,"Rural",512,71,94,28,68,78,98,40,32,3,476,50,46,55,69,84,74,59,16,23,0.220895522,0.268571429,0.245255474,47321,23220,30655,15441,16864900,11008200,5856700
"655",230179964004,"Oxford",1153,NA,1153,22,1131,"Rural",558,58,92,56,82,109,68,36,32,25,595,78,94,48,111,108,55,55,30,16,0.223958333,0.1975,0.210459184,41806,22944,29141,15962,15531100,10276000,5255100
"656",230179965001,"Oxford",615,192,423,NA,423,"Rural",291,17,25,25,47,30,77,42,28,0,324,10,24,42,26,68,18,42,62,32,0.185950413,0.129277567,0.156435644,29219,15769,19519,12857,7504500,5023800,2480700
"657",230179965002,"Oxford",609,609,NA,NA,NA,"Urban",242,22,31,27,27,36,40,28,15,16,367,42,60,63,26,58,52,8,50,8,0.080924855,0.091703057,0.087064677,20109,18314,22132,12344,5938500,3729200,2209300
"658",230179965003,"Oxford",1472,783,689,NA,689,"Urban",677,107,108,85,53,111,72,33,89,19,795,77,124,48,107,68,88,115,61,107,0.194711538,0.137323944,0.161585366,24282,17875,21141,15600,15656300,9586300,6070100
"659",230179965004,"Oxford",1915,NA,1915,55,1860,"Rural",934,138,88,69,168,186,117,95,51,22,981,131,133,84,157,156,122,96,73,29,0.146487294,0.233333333,0.19058131,35724,21224,25119,16739,26873700,17351600,9522000
"660",230179966001,"Oxford",2325,NA,2325,24,2301,"Rural",1154,128,182,97,147,185,182,114,88,31,1171,158,140,91,185,191,166,120,82,38,0.195979899,0.180487805,0.188118812,31636,19136,22140,14491,27515700,17450600,10065100
"661",230179966002,"Oxford",428,NA,428,18,410,"Rural",225,27,25,15,35,45,31,23,19,5,203,24,31,13,26,38,27,17,24,3,0.21686747,0.175675676,0.197452229,35000,21071,25750,13000,5257600,3779800,1477800
"662",230179967001,"Oxford",1580,NA,1580,19,1561,"Rural",772,60,128,73,81,136,103,84,68,39,808,72,125,70,111,153,110,62,33,72,0.240808824,0.200345423,0.219946572,37802,19051,21938,15361,23300000,15601100,7698900
