"","FIPS","County","Pop_Total","Pop_Urban","Pop_Rural","Pop_Rural_Farm","Pop_Rural_Nonfarm","Type","Pop_Male","Male_00_09","Male_10_19","Male_20_29","Male_30_39","Male_40_49","Male_50_59","Male_60_69","Male_70_79","Male_80_up","Pop_Female","Female_00_09","Female_10_19","Female_20_29","Female_30_39","Female_40_49","Female_50_59","Female_60_69","Female_70_79","Female_80_up","Male_Degree","Female_Degree","Pop_degree","Median_household_income","Total_median_earnings","Male_median_earnings","Female_median_earnings","Total_aggregate_earnings","Male_aggregate_earnings","Female_aggregate_earnings"
"1",230010101001,"Androscoggin",787,787,NA,NA,NA,"Urban",324,20,20,53,65,71,15,21,45,14,463,35,27,47,64,61,35,34,60,100,0.075098814,0.045212766,0.057233704,10205,13807,17065,10417,16319700,14468700,1851000
"2",230010101002,"Androscoggin",945,945,NA,NA,NA,"Urban",445,73,70,77,67,54,35,34,15,20,500,31,102,76,47,67,38,22,53,64,0.038062284,0.021472393,0.029268293,19007,17358,20789,13229,8328000,5784700,2543300
"3",230010102001,"Androscoggin",986,986,NA,NA,NA,"Urban",494,79,60,71,97,85,19,14,46,23,492,61,63,111,22,90,23,31,69,22,0.167182663,0.193846154,0.180555556,21836,19519,20804,14583,10068500,6491900,3576600
"4",230010102002,"Androscoggin",1895,1895,NA,NA,NA,"Urban",842,129,87,142,119,117,100,61,62,25,1053,109,116,152,166,148,114,130,70,48,0.14893617,0.094594595,0.11809816,30800,21250,26732,16895,25044800,13949800,11095000
"5",230010102009,"Androscoggin",1820,25,1795,38,1757,"Rural",822,72,134,85,87,157,73,78,51,85,998,82,134,34,130,128,107,49,109,225,0.307017544,0.275862069,0.289274924,47566,25227,29118,21212,27667400,18435800,9231500
"6",230010103001,"Androscoggin",1097,1097,NA,NA,NA,"Urban",546,100,56,125,90,44,72,43,16,0,551,75,21,141,92,62,66,48,36,10,0.042134831,0.096103896,0.070175439,28514,17550,19392,15571,13237800,7516000,5721800
"7",230010103002,"Androscoggin",1470,1470,NA,NA,NA,"Urban",757,125,119,146,130,97,75,25,19,21,713,123,140,115,100,82,70,33,25,25,0.266826923,0.243176179,0.255189255,32270,20331,22049,17560,26298600,17199700,9098900
"8",230010104001,"Androscoggin",1533,1533,NA,NA,NA,"Urban",703,84,138,55,94,142,45,66,19,60,830,74,116,38,86,140,53,57,84,182,0.247240618,0.212662338,0.227315248,43594,27500,36495,18380,23982300,14608700,9373700
"9",230010104002,"Androscoggin",683,683,NA,NA,NA,"Urban",336,28,69,25,76,43,49,29,5,12,347,29,46,7,54,76,50,10,17,58,0.166666667,0.143382353,0.153846154,45455,22891,26875,21141,9989000,6085500,3903500
"10",230010105001,"Androscoggin",930,930,NA,NA,NA,"Urban",449,85,80,93,62,33,42,31,15,8,481,57,55,115,84,68,42,24,24,12,0.085585586,0.098765432,0.093406593,22308,14970,15670,13824,9352300,4667900,4684500
"11",230010105002,"Androscoggin",1082,1082,NA,NA,NA,"Urban",496,69,90,41,114,66,34,37,38,7,586,74,94,34,96,59,56,51,75,47,0.018518519,0.098280098,0.062927497,21546,18487,27386,12639,12503700,8315000,4188700
"12",230010106001,"Androscoggin",1115,1115,NA,NA,NA,"Urban",536,52,76,61,70,127,65,37,33,15,579,51,113,34,107,92,72,21,65,24,0.160762943,0.110831234,0.134816754,45197,22477,28920,18415,15848300,9539800,6308500
"13",230010106002,"Androscoggin",1892,179,1713,62,1651,"Rural",939,98,101,82,112,227,106,114,91,8,953,102,99,133,124,158,112,103,103,19,0.132311978,0.125373134,0.128962536,48333,22972,34032,15743,29340200,20131600,9208600
"14",230010107001,"Androscoggin",1067,1067,NA,NA,NA,"Urban",505,56,97,59,119,67,49,31,27,0,562,60,66,74,89,71,76,52,45,29,0.048543689,0.137755102,0.098430813,32344,20787,22703,18068,12998600,7619600,5378900
"15",230010107002,"Androscoggin",1955,583,1372,NA,1372,"Rural",985,137,136,110,137,189,149,82,25,20,970,119,122,106,162,187,94,95,55,30,0.224163028,0.246715328,0.235422741,51162,28958,33942,18971,47199400,34785400,12414100
"16",230010108001,"Androscoggin",1831,1831,NA,NA,NA,"Urban",866,83,156,99,148,103,136,76,34,31,965,111,95,93,162,133,156,83,90,42,0.325174825,0.306722689,0.314930016,48409,24320,31087,20354,32152900,18479900,13673100
"17",230010108002,"Androscoggin",2007,1052,955,NA,955,"Urban",976,103,168,62,123,196,131,104,49,40,1031,129,136,60,174,181,101,116,72,62,0.393850659,0.314171123,0.352201258,46463,24663,31133,20907,44101200,32195000,11906200
"18",230010108009,"Androscoggin",108,NA,108,NA,108,"Rural",48,8,6,0,6,15,6,0,7,0,60,12,5,8,0,20,7,0,8,0,0.617647059,0.465116279,0.532467532,59375,28958,29375,19688,2655000,1659200,995900
"19",230010201001,"Androscoggin",1002,1002,NA,NA,NA,"Urban",562,55,30,72,147,81,63,57,44,13,440,40,30,53,59,44,54,24,69,67,0.101351351,0,0.056179775,10960,12672,13224,11458,5826800,3805300,2021500
"20",230010201002,"Androscoggin",316,316,NA,NA,NA,"Urban",180,19,11,44,36,32,29,0,9,0,136,21,12,39,8,5,33,7,11,0,0.053435115,0,0.03255814,15313,10833,13194,8125,2625900,2116000,509900
"21",230010202001,"Androscoggin",633,633,NA,NA,NA,"Urban",313,56,12,82,81,41,21,0,20,0,320,29,38,84,59,18,22,26,38,6,0.075376884,0.201058201,0.136597938,24375,18488,21765,14762,7393100,4833900,2559100
"22",230010202002,"Androscoggin",626,626,NA,NA,NA,"Urban",354,12,55,51,72,57,36,27,34,10,272,46,43,41,47,23,36,13,17,6,0.082352941,0.128834356,0.100478469,27125,21055,21899,18971,7528700,4744800,2784000
"23",230010203001,"Androscoggin",2753,2753,NA,NA,NA,"Urban",1220,108,304,464,99,75,20,41,49,60,1533,46,374,404,94,76,51,83,157,248,0.041558442,0.083554377,0.069359087,20030,3899,4140,3706,20599700,9610300,10989500
"24",230010203002,"Androscoggin",1961,1961,NA,NA,NA,"Urban",960,114,52,212,157,172,109,65,46,33,1001,98,105,238,88,141,122,43,125,41,0.088483146,0.16119403,0.123733719,23007,18369,20437,16196,26067200,14970400,11096800
"25",230010203003,"Androscoggin",2241,2241,NA,NA,NA,"Urban",1135,131,181,178,155,167,131,77,77,38,1106,99,121,136,158,141,142,58,140,111,0.08412483,0.036764706,0.05924018,14539,12158,15650,10307,16253000,11569800,4683100
"26",230010204001,"Androscoggin",2500,2500,NA,NA,NA,"Urban",1157,239,152,262,136,92,81,118,51,26,1343,274,175,238,146,175,119,104,74,38,0.088748019,0.12434555,0.108243728,19404,15073,17568,12307,18326100,10403500,7922600
"27",230010204002,"Androscoggin",829,829,NA,NA,NA,"Urban",381,70,57,89,89,26,10,18,13,9,448,46,69,81,91,63,22,32,18,26,0,0.027027027,0.015250545,15982,16209,16827,15114,6682800,4161400,2521400
"28",230010205001,"Androscoggin",1162,1162,NA,NA,NA,"Urban",574,54,63,81,83,81,81,31,77,23,588,75,92,51,66,95,63,27,77,42,0.110837438,0.16,0.135235732,41089,21766,23715,19167,14585900,8428500,6157400
"29",230010205002,"Androscoggin",1451,1451,NA,NA,NA,"Urban",641,127,87,55,60,61,122,49,56,24,810,129,65,108,117,82,103,77,89,40,0.15,0.112522686,0.128286015,30990,20434,30104,16786,18993500,12193700,6799700
"30",230010205003,"Androscoggin",1250,1250,NA,NA,NA,"Urban",591,74,58,65,117,88,45,59,71,14,659,40,48,45,91,99,106,83,98,49,0.085585586,0.104609929,0.096230159,24902,21067,22907,20269,13279000,7266200,6012800
"31",230010206001,"Androscoggin",1412,1412,NA,NA,NA,"Urban",710,70,108,73,105,81,127,86,46,14,702,34,55,49,106,115,140,93,55,55,0.090361446,0.074324324,0.081651376,40551,21961,27344,20469,23748100,14670800,9077300
"32",230010206002,"Androscoggin",1317,634,683,NA,683,"Rural",651,54,90,30,106,121,131,32,87,0,666,84,106,53,76,104,95,70,57,21,0.145790554,0.084821429,0.11657754,48586,25795,31325,17917,30384800,18452800,11932000
"33",230010207001,"Androscoggin",1664,1664,NA,NA,NA,"Urban",804,131,74,39,158,69,79,143,60,51,860,108,62,37,145,121,118,105,130,34,0.286677909,0.239130435,0.261106781,52230,23750,31595,20045,29124100,20321700,8802400
"34",230010207002,"Androscoggin",3260,3260,NA,NA,NA,"Urban",1518,159,201,179,235,189,198,146,138,73,1742,145,151,166,216,225,196,205,245,193,0.153773585,0.115018315,0.131958763,32250,24720,28112,20000,65477300,45574900,19902400
"35",230010208001,"Androscoggin",3126,3126,NA,NA,NA,"Urban",1542,235,223,212,244,252,143,137,51,45,1584,262,187,230,262,240,158,127,76,42,0.125376128,0.103244838,0.114200596,37219,21369,27681,17014,42910000,26747900,16162100
"36",230010208002,"Androscoggin",4070,1838,2232,NA,2232,"Rural",1923,241,279,161,283,300,299,142,189,29,2147,184,259,206,287,349,284,202,287,89,0.162509448,0.124689826,0.141737649,42429,21844,26738,17543,65184200,35551300,29632900
"37",230010209001,"Androscoggin",923,923,NA,NA,NA,"Urban",358,0,33,22,22,50,92,47,44,48,565,29,111,38,30,38,77,44,85,113,0.365930599,0.221674877,0.284923928,44167,25069,36989,13400,12412800,8217200,4195600
"38",230010209002,"Androscoggin",2024,2024,NA,NA,NA,"Urban",941,99,161,272,83,132,43,63,77,11,1083,142,147,245,142,120,100,105,57,25,0.203862661,0.177631579,0.189013035,28640,11802,14911,11111,19552000,11279900,8272100
"39",230010209009,"Androscoggin",1170,467,703,NA,703,"Rural",621,131,74,52,104,105,87,45,16,7,549,67,41,73,83,106,78,40,36,25,0.099744246,0.183374083,0.1425,45382,22813,30590,18529,18169400,10940800,7228600
"40",230010301002,"Androscoggin",2150,2150,NA,NA,NA,"Urban",991,132,133,174,162,143,112,84,45,6,1159,186,137,202,180,135,108,87,99,25,0.137134052,0.139784946,0.138549892,34563,19851,27841,15148,29239400,19031000,10208400
"41",230010301009,"Androscoggin",2242,380,1862,NA,1862,"Rural",1168,177,200,99,158,186,153,76,90,29,1074,93,153,70,205,167,118,100,104,64,0.082880435,0.080050826,0.081418253,37258,23958,31972,18239,35023700,23715900,11307800
"42",230010302001,"Androscoggin",2140,2140,NA,NA,NA,"Urban",1111,171,159,145,170,155,150,116,34,11,1029,158,116,142,153,169,106,106,63,16,0.189504373,0.108416548,0.14852199,38214,21563,29479,13828,29215700,20101200,9114400
"43",230010302002,"Androscoggin",1664,1664,NA,NA,NA,"Urban",772,60,163,103,192,119,26,36,58,15,892,123,125,129,177,124,18,90,73,33,0.040935673,0.108581436,0.076568266,39211,21376,26593,16104,21479700,13292900,8186700
"44",230010302009,"Androscoggin",881,588,293,12,281,"Urban",405,78,32,50,69,67,49,45,8,7,476,65,84,37,66,103,80,28,7,6,0.105263158,0.0875,0.09556314,43125,20721,25625,19007,11826700,6973200,4853500
"45",230010400001,"Androscoggin",1225,NA,1225,8,1217,"Rural",629,88,90,54,102,163,79,29,21,3,596,65,100,88,73,149,65,18,32,6,0.307517084,0.237244898,0.274368231,54219,25738,30781,17545,25653700,17597800,8055900
"46",230010400002,"Androscoggin",2156,NA,2156,NA,2156,"Rural",1063,165,157,79,196,242,118,53,34,19,1093,149,180,69,247,210,133,57,26,22,0.178370787,0.259602649,0.220177232,53681,25548,30948,21864,37144000,22474900,14669100
"47",230010410001,"Androscoggin",1304,NA,1304,NA,1304,"Rural",644,67,103,66,81,115,111,62,29,10,660,74,78,67,106,104,101,75,24,31,0.232608696,0.145833333,0.188297872,53750,25911,32105,21773,26834700,18429100,8405600
"48",230010410002,"Androscoggin",2394,NA,2394,13,2381,"Rural",1230,166,201,74,246,235,202,60,37,9,1164,147,153,114,209,268,155,64,45,9,0.237247924,0.220973783,0.229318735,52381,24215,30899,20602,48485600,32302300,16183400
"49",230010410003,"Androscoggin",1168,NA,1168,NA,1168,"Rural",605,102,99,50,106,98,59,51,32,8,563,65,61,50,115,72,92,47,45,16,0.087179487,0.125615764,0.10678392,34761,24297,26016,22061,18645700,10098600,8547100
"50",230010415001,"Androscoggin",2248,NA,2248,54,2194,"Rural",1130,148,187,103,189,225,148,72,39,19,1118,143,199,106,216,198,123,70,47,16,0.142857143,0.181069959,0.161616162,47557,25117,31233,20065,36624200,23384300,13239900
"51",230010415002,"Androscoggin",1396,NA,1396,24,1372,"Rural",700,75,136,66,116,133,89,40,35,10,696,110,98,57,136,121,88,39,29,18,0.046052632,0.08496732,0.06557377,39196,20381,25833,14758,19596900,12806500,6790400
"52",230010415003,"Androscoggin",1742,NA,1742,11,1731,"Rural",830,144,125,108,133,99,99,59,36,27,912,119,123,129,131,136,97,57,71,49,0.157587549,0.086319218,0.118794326,32731,21265,25906,15733,21320400,13585000,7735400
"53",230010420001,"Androscoggin",1148,NA,1148,NA,1148,"Rural",589,66,110,29,101,140,37,76,24,6,559,57,116,32,99,145,20,66,17,7,0.275184275,0.143236074,0.211734694,45078,23841,27148,16705,21097200,16080600,5016500
"54",230010420002,"Androscoggin",1328,NA,1328,6,1322,"Rural",675,78,166,64,74,126,82,55,23,7,653,88,73,88,85,102,103,30,42,42,0.137681159,0.10467706,0.120509849,43419,22652,31023,16667,28946700,21364300,7582400
"55",230010420003,"Androscoggin",877,NA,877,NA,877,"Rural",399,78,61,52,91,70,35,4,0,8,478,132,52,42,83,108,53,0,8,0,0.148760331,0.26056338,0.209125475,47250,24375,30750,19079,16800400,10521700,6278700
"56",230010420004,"Androscoggin",1619,NA,1619,52,1567,"Rural",806,106,175,78,103,137,123,63,14,7,813,105,148,69,109,152,109,46,69,6,0.2,0.184060721,0.191658391,48897,24304,31977,19375,36487200,26480000,10007100
"57",230010430001,"Androscoggin",1176,NA,1176,NA,1176,"Rural",630,66,103,69,107,117,96,37,35,0,546,56,85,48,119,74,77,43,21,23,0.153846154,0.088832487,0.12272175,43309,23750,28807,16923,17474000,13044800,4429200
"58",230010430002,"Androscoggin",930,NA,930,15,915,"Rural",467,78,54,47,67,70,64,51,25,11,463,38,47,56,59,78,77,44,37,27,0.089171975,0.107344633,0.098802395,35208,18810,25938,15991,11913300,7338100,4575300
"59",230010440001,"Androscoggin",1087,1087,NA,NA,NA,"Urban",531,68,98,92,82,87,52,38,7,7,556,101,60,90,113,46,44,43,30,29,0.146496815,0.077363897,0.110105581,29263,17845,20929,13333,12177700,7748900,4428800
"60",230010440002,"Androscoggin",947,395,552,NA,552,"Rural",400,54,50,32,48,57,72,38,49,0,547,74,69,54,40,81,87,51,48,43,0,0.06284153,0.035658915,21583,16827,23864,11250,7788700,4378600,3410100
"61",230010440003,"Androscoggin",1193,23,1170,NA,1170,"Rural",622,81,141,55,81,83,67,57,34,23,571,77,82,66,120,61,48,37,33,47,0.04973822,0.028571429,0.039113429,37361,19783,24167,12059,16197400,10913800,5283600
"62",230010450001,"Androscoggin",2001,NA,2001,50,1951,"Rural",1010,128,183,118,151,180,117,86,30,17,991,114,182,101,154,183,121,66,49,21,0.108024691,0.147640791,0.127969349,37993,20608,24514,16509,26451800,15933200,10518600
"63",230010460001,"Androscoggin",1794,NA,1794,87,1707,"Rural",887,107,136,94,158,170,115,64,30,13,907,136,133,96,161,176,91,31,54,29,0.071547421,0.104906937,0.088087248,48047,22029,30849,20166,28423800,19038400,9385400
"64",230010460002,"Androscoggin",1569,NA,1569,NA,1569,"Rural",840,97,202,67,106,133,113,71,37,14,729,97,93,75,125,175,72,43,30,19,0.067829457,0.162,0.114173228,47165,23583,27262,19322,23692500,14771300,8921200
"65",230010460003,"Androscoggin",713,NA,713,NA,713,"Rural",344,51,41,29,56,84,55,15,13,0,369,62,18,49,63,55,78,19,16,9,0.179166667,0.15,0.163461538,50357,23313,29464,19258,14721200,9416900,5304300
"66",230010465001,"Androscoggin",1078,1078,NA,NA,NA,"Urban",555,84,104,58,109,65,49,31,55,0,523,71,71,75,87,85,31,35,68,0,0.061946903,0.12462908,0.093195266,35066,20633,25676,18929,13481500,8454900,5026600
"67",230010465002,"Androscoggin",799,131,668,NA,668,"Rural",369,31,81,43,76,55,30,38,7,8,430,63,94,46,54,51,86,13,23,0,0.029045643,0.214285714,0.123732252,50926,21122,29250,15814,12374200,7586700,4787400
"68",230010465003,"Androscoggin",2609,552,2057,30,2027,"Rural",1297,209,140,127,216,277,161,93,59,15,1312,147,171,111,274,249,156,104,67,33,0.077864294,0.064008395,0.070734341,42090,22217,31523,16994,40048500,26152200,13896300
"69",230010465004,"Androscoggin",1322,2,1320,74,1246,"Rural",699,114,108,80,119,124,84,41,23,6,623,80,96,74,122,92,72,48,23,16,0.07852194,0.175903614,0.126179245,44444,23147,26280,18565,18386400,11661700,6724700
"70",230039501001,"Aroostook",570,NA,570,13,557,"Rural",291,26,40,20,21,58,49,45,19,13,279,21,38,21,27,42,50,48,28,4,0.052132701,0.074418605,0.063380282,23571,15648,20682,12292,5596600,3754400,1842200
"71",230039501002,"Aroostook",825,NA,825,13,812,"Rural",419,61,62,36,63,72,50,33,25,17,406,60,49,28,73,66,58,25,33,14,0.115384615,0.089965398,0.102608696,29625,18393,20757,16103,8837300,5549000,3288300
"72",230039501003,"Aroostook",697,NA,697,31,666,"Rural",346,19,76,12,33,81,60,35,24,6,351,28,51,14,56,77,52,31,23,19,0.232365145,0.221804511,0.226824458,30000,18500,22206,14167,7571800,4689000,2882800
"73",230039501004,"Aroostook",610,NA,610,5,605,"Rural",312,27,32,20,26,46,68,60,22,11,298,22,30,21,30,50,50,49,26,20,0.195121951,0.161572052,0.178947368,27692,18802,21154,11583,7966900,5312900,2654000
"74",230039502001,"Aroostook",518,NA,518,16,502,"Rural",263,19,39,20,42,32,44,39,20,8,255,22,34,14,28,45,54,34,20,4,0.098958333,0.057291667,0.078125,28125,15625,21250,9583,5200100,3835400,1364700
"75",230039502002,"Aroostook",897,NA,897,NA,897,"Rural",418,41,41,15,48,81,72,39,39,42,479,24,25,25,35,98,69,37,89,77,0.110429448,0.103365385,0.106469003,19196,20521,29722,10987,6210000,4314300,1895700
"76",230039502003,"Aroostook",859,NA,859,NA,859,"Rural",376,43,40,30,45,56,48,59,36,19,483,56,44,43,50,80,62,56,68,24,0.097222222,0.135501355,0.118721461,19271,14911,17039,12829,7260800,4249800,3010900
"77",230039502004,"Aroostook",875,NA,875,34,841,"Rural",451,38,103,31,42,77,80,32,40,8,424,46,83,46,52,54,72,33,28,10,0.040268456,0.060377358,0.04973357,21250,13571,17273,8750,7408500,4649900,2758700
"78",230039503001,"Aroostook",984,723,261,NA,261,"Urban",455,67,66,10,88,76,73,53,17,5,529,93,60,37,99,75,66,64,26,9,0.251552795,0.18487395,0.216494845,49792,28654,40500,8333,15189900,12041400,3148500
"79",230039503002,"Aroostook",607,607,NA,NA,NA,"Urban",266,7,18,34,46,58,31,51,11,10,341,30,57,6,41,51,56,42,32,26,0.119266055,0.165322581,0.143776824,33375,18750,40714,9615,8712500,6920400,1792100
"80",230039503003,"Aroostook",928,928,NA,NA,NA,"Urban",404,25,42,35,56,77,78,67,12,12,524,69,26,39,47,86,59,67,66,65,0.117460317,0.033980583,0.070151307,21711,17841,32656,8214,11082400,9479900,1602600
"81",230039503004,"Aroostook",884,164,720,NA,720,"Rural",412,44,44,21,48,39,48,79,47,42,472,20,61,31,67,41,62,82,50,58,0.108024691,0.075129534,0.090140845,29342,25117,42422,11000,9536000,7046200,2489800
"82",230039503005,"Aroostook",1131,NA,1131,48,1083,"Rural",582,82,67,44,85,113,75,80,31,5,549,34,104,50,74,111,106,55,15,0,0.093596059,0.127937337,0.11026616,32500,18000,34028,8631,20747100,11112200,9634900
"83",230039504001,"Aroostook",805,NA,805,18,787,"Rural",395,22,57,30,29,91,94,37,29,6,410,38,54,35,40,72,74,27,55,15,0.078431373,0.133986928,0.10620915,30833,19583,27344,12917,10150400,7496400,2654000
"84",230039504002,"Aroostook",1222,128,1094,27,1067,"Rural",601,74,78,47,94,107,84,40,54,23,621,87,73,48,96,97,73,62,47,38,0.067599068,0.088838269,0.078341014,33214,18438,29531,11983,17269100,10392600,6876500
"85",230039506001,"Aroostook",1951,NA,1951,13,1938,"Rural",943,132,140,161,91,189,82,65,44,39,1008,116,145,124,130,177,86,66,76,88,0.162962963,0.113069016,0.135135135,22273,14109,19965,11639,20657100,14264900,6392200
"86",230039506002,"Aroostook",841,NA,841,10,831,"Rural",479,67,93,36,90,60,59,40,34,0,362,49,46,44,45,47,57,43,24,7,0.071186441,0.141129032,0.103130755,36477,15699,20385,9594,8670200,6567000,2103200
"87",230039506004,"Aroostook",1441,NA,1441,30,1411,"Rural",706,113,59,118,56,127,104,58,65,6,735,48,86,100,80,116,106,88,80,31,0.323943662,0.205175601,0.262042389,34000,20381,29000,14734,20439000,14662200,5776800
"88",230039507001,"Aroostook",867,NA,867,7,860,"Rural",440,69,76,33,67,67,48,46,25,9,427,63,56,48,68,65,43,44,34,6,0.149305556,0.220689655,0.185121107,31161,18207,26023,11779,9665500,6754800,2910700
"89",230039507002,"Aroostook",865,NA,865,5,860,"Rural",417,39,59,32,62,67,69,36,46,7,448,56,61,32,58,75,62,54,27,23,0.060606061,0.110759494,0.086460033,25833,16625,21833,10924,9250400,6161500,3089000
"90",230039507003,"Aroostook",1013,NA,1013,3,1010,"Rural",511,35,75,66,53,76,74,65,46,21,502,32,63,49,56,79,74,62,47,40,0.147058824,0.080939948,0.113606341,23375,18309,25000,15078,9949100,6716300,3232800
"91",230039507004,"Aroostook",25,NA,25,NA,25,"Rural",13,0,0,0,0,8,2,0,3,0,12,0,2,2,0,5,1,0,2,0,0.153846154,0.2,0.173913043,22250,17000,15417,26250,380500,217700,162700
"92",230039507005,"Aroostook",271,NA,271,NA,271,"Rural",142,7,16,16,12,17,34,10,16,14,129,9,14,8,18,22,17,15,21,5,0.101851852,0.156862745,0.128571429,18125,14688,22813,10000,2044500,1333100,711300
"93",230039509001,"Aroostook",1245,NA,1245,4,1241,"Rural",632,57,78,52,86,122,103,66,40,28,613,58,62,53,74,107,93,67,69,30,0.157894737,0.088421053,0.123157895,31094,21058,29783,11613,15657200,11801200,3856000
"94",230039509002,"Aroostook",1015,NA,1015,11,1004,"Rural",537,61,101,45,77,90,80,25,47,11,478,54,73,55,74,72,66,38,32,14,0.082152975,0.09939759,0.090510949,34792,20236,26538,13438,12308200,8625200,3683000
"95",230039510001,"Aroostook",662,NA,662,26,636,"Rural",334,27,56,36,37,54,38,40,25,21,328,47,44,26,37,48,53,34,16,23,0.110638298,0.141630901,0.126068376,28472,15833,20688,11635,5970900,3616700,2354300
"96",230039510002,"Aroostook",1403,NA,1403,53,1350,"Rural",724,89,133,59,123,103,96,69,36,16,679,79,91,66,102,129,89,68,35,20,0.121848739,0.130977131,0.126436782,28929,17730,22604,14837,14935600,9521600,5414000
"97",230039510003,"Aroostook",782,NA,782,9,773,"Rural",396,55,62,40,51,62,41,54,20,11,386,35,38,52,53,58,38,50,52,10,0.137795276,0.111888112,0.124074074,27778,17955,21979,13977,8674400,5146900,3527600
"98",230039510004,"Aroostook",867,NA,867,22,845,"Rural",419,46,42,51,46,75,72,49,27,11,448,43,54,58,50,72,66,51,26,28,0.188741722,0.185758514,0.1872,31912,18333,22656,15216,9890800,6505200,3385600
"99",230039511001,"Aroostook",856,132,724,11,713,"Rural",434,61,74,34,54,90,51,50,13,7,422,64,46,43,67,87,51,45,11,8,0.163701068,0.21,0.187607573,42500,21588,26310,17454,13384400,8124700,5259800
"100",230039511002,"Aroostook",962,NA,962,32,930,"Rural",478,61,59,43,69,84,58,54,32,18,484,52,61,41,74,85,56,44,43,28,0.094117647,0.107042254,0.100719424,28482,17625,21625,13400,10843500,7264000,3579400
"101",230039511003,"Aroostook",990,NA,990,21,969,"Rural",508,69,80,46,90,78,68,43,26,8,482,58,56,54,91,75,67,39,30,12,0.114369501,0.149122807,0.131771596,39205,20849,25139,17250,14906800,9289400,5617400
"102",230039512001,"Aroostook",824,8,816,27,789,"Rural",394,52,34,44,73,57,72,23,34,5,430,44,60,65,31,49,81,48,33,19,0.146853147,0.280276817,0.213913043,28472,18661,24583,13664,12767600,9619700,3147900
"103",230039512002,"Aroostook",594,594,NA,NA,NA,"Urban",246,7,39,21,37,17,33,63,22,7,348,22,27,32,38,68,56,49,32,24,0.329896907,0.25,0.283261803,33958,24028,31406,21625,10980600,7018200,3962400
"104",230039512003,"Aroostook",1168,890,278,NA,278,"Urban",555,74,75,69,73,89,71,44,47,13,613,90,55,55,79,103,55,69,56,51,0.185676393,0.1359447,0.159062885,26190,18430,25536,14412,12542100,8279000,4263100
"105",230039513001,"Aroostook",1455,NA,1455,NA,1455,"Rural",792,102,155,83,100,111,102,69,61,9,663,121,67,60,93,137,111,31,32,11,0.156186613,0.102844639,0.130526316,31875,15895,20436,12958,15483500,9723100,5760400
"106",230039513002,"Aroostook",949,949,NA,NA,NA,"Urban",365,34,56,27,53,70,35,47,30,13,584,54,77,23,52,84,49,68,76,101,0.165322581,0.10816777,0.128388017,24531,19688,23783,17656,7634000,4304300,3329700
"107",230039513003,"Aroostook",642,642,NA,NA,NA,"Urban",277,41,22,22,62,62,30,25,6,7,365,51,35,70,33,54,29,46,24,23,0.328282828,0.25095057,0.284164859,21528,20583,22356,11625,8086600,4939700,3146800
"108",230039513004,"Aroostook",510,193,317,NA,317,"Rural",246,5,24,19,32,59,48,40,7,12,264,18,32,30,36,54,40,41,8,5,0.160194175,0.174603175,0.167088608,32500,15000,21354,13681,5780500,3726000,2054500
"109",230039514001,"Aroostook",1244,632,612,16,596,"Urban",631,93,62,67,97,77,109,57,63,6,613,34,41,66,93,89,120,87,52,31,0.16359447,0.172344689,0.168274384,29769,17692,22050,14036,15948700,10643100,5305600
"110",230039514002,"Aroostook",913,158,755,38,717,"Rural",490,88,59,69,73,62,66,28,29,16,423,56,55,38,57,64,44,47,39,23,0.107462687,0.237623762,0.169278997,33125,20152,26833,18382,10609200,6453200,4156000
"111",230039516001,"Aroostook",719,NA,719,NA,719,"Rural",338,34,44,46,54,37,53,27,29,14,381,74,35,32,41,61,43,19,45,31,0.090909091,0.120833333,0.106521739,29063,12650,20750,9470,6588000,4881200,1706800
"112",230039516002,"Aroostook",1655,NA,1655,25,1630,"Rural",903,50,311,168,97,107,103,43,18,6,752,81,216,106,80,127,85,37,7,13,0.215827338,0.232098765,0.223844282,39728,13015,15476,10923,17446800,11496100,5950800
"113",230039517001,"Aroostook",729,NA,729,22,707,"Rural",380,67,92,6,60,66,35,32,17,5,349,77,53,38,56,42,37,27,6,13,0.212669683,0.227272727,0.219570406,47955,23717,29779,20795,9689600,6489700,3199900
"114",230039517002,"Aroostook",1374,NA,1374,NA,1374,"Rural",545,56,116,37,53,74,96,45,36,32,829,100,93,66,83,103,122,91,96,75,0.163793103,0.155228758,0.158333333,20259,12220,20664,10366,10814500,6474500,4340000
"115",230039517003,"Aroostook",702,NA,702,39,663,"Rural",376,27,59,31,60,51,61,70,17,0,326,41,27,30,65,33,52,42,24,12,0.250965251,0.201646091,0.227091633,21250,10801,11292,9659,6180000,4465700,1714400
"116",230039517004,"Aroostook",774,NA,774,8,766,"Rural",386,0,66,42,93,61,62,27,21,14,388,40,66,29,60,71,31,55,28,8,0.216783217,0.304964539,0.26056338,34896,18026,21100,13269,9864900,5807700,4057200
"117",230039517005,"Aroostook",1249,NA,1249,27,1222,"Rural",594,51,116,43,87,108,75,59,43,12,655,72,85,75,93,111,72,69,45,33,0.126237624,0.149450549,0.138533178,29922,17762,20787,14423,14791900,8900300,5891600
"118",230039518001,"Aroostook",1215,1215,NA,NA,NA,"Urban",545,78,64,95,100,94,51,33,20,10,670,141,75,100,115,56,58,46,53,26,0.183976261,0.13740458,0.15890411,21603,15634,20909,10347,13676900,9803800,3873100
