STATION,STATION_NAME,DATE,CLDD,HTDD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:USC00179151,WATERVILLE WWTP ME US,19590601,115,755,1279,0,322,67,219,104,162
GHCND:USC00179151,WATERVILLE WWTP ME US,19590701,1110,21,627,0,333,83,292,149,221
GHCND:USC00179151,WATERVILLE WWTP ME US,19590801,1051,91,1158,0,344,72,278,150,214
GHCND:USC00179151,WATERVILLE WWTP ME US,19590901,482,881,915,0,311,-6,239,101,170
GHCND:USC00179151,WATERVILLE WWTP ME US,19591001,6,2694,1527,0,261,-72,148,45,96
GHCND:USC00179151,WATERVILLE WWTP ME US,19591101,0,4380,1781,148,211,-106,82,-8,37
GHCND:USC00179151,WATERVILLE WWTP ME US,19591201,0,6105,892,432,94,-178,20,-48,-14
GHCND:USC00179151,WATERVILLE WWTP ME US,19600101,0,7347,886,521,89,-278,1,-109,-54
GHCND:USC00179151,WATERVILLE WWTP ME US,19600201,0,5916,1229,788,94,-228,30,-72,-21
GHCND:USC00179151,WATERVILLE WWTP ME US,19600301,0,6363,638,203,83,-183,27,-72,-22
GHCND:USC00179151,WATERVILLE WWTP ME US,19600401,0,3543,756,0,211,-61,126,4,65
GHCND:USC00179151,WATERVILLE WWTP ME US,19600501,20,908,1122,0,294,-11,230,79,154
GHCND:USC00179151,WATERVILLE WWTP ME US,19600601,421,280,581,0,311,50,259,116,188
GHCND:USC00179151,WATERVILLE WWTP ME US,19600701,700,37,732,0,322,89,273,136,204
GHCND:USC00179151,WATERVILLE WWTP ME US,19600801,639,87,501,0,317,56,277,126,201
GHCND:USC00179151,WATERVILLE WWTP ME US,19600901,235,960,927,0,350,11,228,90,159
GHCND:USC00179151,WATERVILLE WWTP ME US,19601001,0,3034,672,0,194,-56,147,23,85
GHCND:USC00179151,WATERVILLE WWTP ME US,19601101,0,4263,961,0,161,-78,89,-7,41
GHCND:USC00179151,WATERVILLE WWTP ME US,19601201,0,7526,1139,475,89,-239,6,-126,-60
GHCND:USC00179151,WATERVILLE WWTP ME US,19610101,0,8879,396,509,83,-317,-34,-173,-103
GHCND:USC00179151,WATERVILLE WWTP ME US,19610201,0,6502,710,203,94,-289,19,-118,-49
GHCND:USC00179151,WATERVILLE WWTP ME US,19610301,0,5881,610,482,122,-178,60,-73,-7
GHCND:USC00179151,WATERVILLE WWTP ME US,19610401,0,3718,1328,102,200,-39,114,-4,55
GHCND:USC00179151,WATERVILLE WWTP ME US,19610501,65,1751,932,38,311,-33,194,52,123
GHCND:USC00179151,WATERVILLE WWTP ME US,19610601,297,382,809,0,333,22,254,106,180
GHCND:USC00179151,WATERVILLE WWTP ME US,19610701,692,161,732,0,317,50,266,136,201
GHCND:USC00179151,WATERVILLE WWTP ME US,19610801,716,160,180,0,322,56,273,130,202
GHCND:USC00179151,WATERVILLE WWTP ME US,19610901,848,383,1057,0,344,11,271,126,199
GHCND:USC00179151,WATERVILLE WWTP ME US,19611001,0,2157,628,0,256,-33,175,52,113
GHCND:USC00179151,WATERVILLE WWTP ME US,19611101,0,4135,1290,381,167,-83,86,5,45
GHCND:USC00179151,WATERVILLE WWTP ME US,19611201,0,6734,760,358,89,-178,12,-80,-34
GHCND:USC00179151,WATERVILLE WWTP ME US,19620101,0,7690,528,355,100,-239,-11,-136,-73
GHCND:USC00179151,WATERVILLE WWTP ME US,19620201,0,7039,399,533,56,-350,-20,-156,-88
GHCND:USC00179151,WATERVILLE WWTP ME US,19620301,0,5283,348,457,206,-206,74,-49,13
GHCND:USC00179151,WATERVILLE WWTP ME US,19620401,0,3586,1271,306,211,-83,129,-2,63
GHCND:USC00179151,WATERVILLE WWTP ME US,19620501,112,2082,501,0,339,-17,187,52,119
GHCND:USC00179151,WATERVILLE WWTP ME US,19620601,360,355,566,0,333,50,258,109,183
GHCND:USC00179151,WATERVILLE WWTP ME US,19620701,369,288,813,0,311,50,249,122,186
GHCND:USC00179151,WATERVILLE WWTP ME US,19620801,500,117,627,0,294,83,255,136,195
GHCND:USC00179151,WATERVILLE WWTP ME US,19620901,65,1335,759,0,267,-11,202,79,141
GHCND:USC00179151,WATERVILLE WWTP ME US,19621001,0,2898,1877,229,244,-39,145,34,90
GHCND:USC00179151,WATERVILLE WWTP ME US,19621101,0,4850,1303,38,139,-106,71,-28,21
GHCND:USC00179151,WATERVILLE WWTP ME US,19621201,0,6883,1171,457,144,-267,10,-103,-46
GHCND:USC00179151,WATERVILLE WWTP ME US,19630101,0,7587,739,699,83,-272,-4,-119,-62
GHCND:USC00179151,WATERVILLE WWTP ME US,19630201,0,7840,576,470,50,-283,-22,-172,-97
GHCND:USC00179151,WATERVILLE WWTP ME US,19630301,0,5758,739,584,172,-189,57,-63,-3
GHCND:USC00179151,WATERVILLE WWTP ME US,19630401,0,3646,524,76,200,-78,125,-2,61
GHCND:USC00179151,WATERVILLE WWTP ME US,19630501,0,1621,996,76,272,-11,210,51,131
GHCND:USC00179151,WATERVILLE WWTP ME US,19630601,519,278,201,0,344,56,271,111,191
GHCND:USC00179151,WATERVILLE WWTP ME US,19630701,1168,63,1086,0,350,89,286,151,219
GHCND:USC00179151,WATERVILLE WWTP ME US,19630801,358,330,1135,0,294,44,245,122,184
GHCND:USC00179151,WATERVILLE WWTP ME US,19630901,23,1450,518,0,267,-17,207,64,135
GHCND:USC00179151,WATERVILLE WWTP ME US,19631001,15,1827,627,102,283,-50,210,39,125
GHCND:USC00179151,WATERVILLE WWTP ME US,19631101,0,3957,2178,0,172,-67,94,8,51
GHCND:USC00179151,WATERVILLE WWTP ME US,19631201,0,8184,442,318,100,-244,-32,-130,-81
GHCND:USC00179151,WATERVILLE WWTP ME US,19640101,0,724,74,402,44,-233,-2,-104,-58
GHCND:USC00179151,WATERVILLE WWTP ME US,19640201,0,4583,419,445,50,-267,20,-118,-58
GHCND:USC00179151,WATERVILLE WWTP ME US,19640301,0,5329,572,591,133,-150,59,-62,-1
GHCND:USC00179151,WATERVILLE WWTP ME US,19640401,0,3646,866,102,244,-122,131,-8,61
GHCND:USC00179151,WATERVILLE WWTP ME US,19640501,91,1295,505,0,328,-22,232,57,144
GHCND:USC00179151,WATERVILLE WWTP ME US,19640601,257,442,754,0,294,17,250,104,177
GHCND:USC00179151,WATERVILLE WWTP ME US,19640701,884,44,571,0,339,83,274,147,210
GHCND:USC00179151,WATERVILLE WWTP ME US,19640801,169,465,1161,0,300,61,241,106,173
GHCND:USC00179151,WATERVILLE WWTP ME US,19640901,77,1382,347,0,261,-6,212,67,140
GHCND:USC00179151,WATERVILLE WWTP ME US,19641001,0,2699,937,0,278,-44,161,31,96
GHCND:USC00179151,WATERVILLE WWTP ME US,19641101,0,4680,804,25,156,-117,85,-31,27
GHCND:USC00179151,WATERVILLE WWTP ME US,19641201,0,7211,1156,591,128,-211,3,-102,-50
GHCND:USC00179151,WATERVILLE WWTP ME US,19650101,0,8024,351,292,267,-272,-5,-147,-76
GHCND:USC00179151,WATERVILLE WWTP ME US,19650201,0,6827,951,394,83,-222,4,-126,-61
GHCND:USC00179151,WATERVILLE WWTP ME US,19650301,0,5582,106,76,156,-139,59,-53,3
GHCND:USC00179151,WATERVILLE WWTP ME US,19650401,0,3757,729,51,228,-78,130,-15,58
GHCND:USC00179151,WATERVILLE WWTP ME US,19650501,17,1568,349,0,283,-22,215,51,133
GHCND:USC00179151,WATERVILLE WWTP ME US,19650601,577,411,486,0,333,56,271,106,189
GHCND:USC00179151,WATERVILLE WWTP ME US,19650701,448,109,462,0,311,44,270,118,194
GHCND:USC00179151,WATERVILLE WWTP ME US,19650801,816,165,1275,0,350,56,275,135,205
GHCND:USC00179151,WATERVILLE WWTP ME US,19650901,305,1073,720,0,333,-33,228,87,157
GHCND:USC00179151,WATERVILLE WWTP ME US,19651001,0,2943,1039,76,272,-44,150,26,88
GHCND:USC00179151,WATERVILLE WWTP ME US,19651101,0,4866,1166,242,167,-83,67,-25,21
GHCND:USC00179151,WATERVILLE WWTP ME US,19651201,0,6778,421,382,72,-189,11,-83,-36
GHCND:USC00179151,WATERVILLE WWTP ME US,19660101,0,7490,955,1143,128,-261,2,-119,-59
GHCND:USC00179151,WATERVILLE WWTP ME US,19660201,0,6389,663,571,156,-256,26,-116,-45
GHCND:USC00179151,WATERVILLE WWTP ME US,19660301,0,5317,1005,75,133,-128,70,-47,12
GHCND:USC00179151,WATERVILLE WWTP ME US,19660401,0,3835,181,25,183,-50,120,-10,55
GHCND:USC00179151,WATERVILLE WWTP ME US,19660501,55,2079,613,76,306,-44,188,43,116
GHCND:USC00179151,WATERVILLE WWTP ME US,19660601,424,394,1031,0,333,39,254,114,184
GHCND:USC00179151,WATERVILLE WWTP ME US,19660701,759,44,397,0,339,78,281,131,206
GHCND:USC00179151,WATERVILLE WWTP ME US,19660801,744,87,533,0,328,61,272,137,204
GHCND:USC00179151,WATERVILLE WWTP ME US,19660901,62,1241,765,0,294,-11,216,71,144
GHCND:USC00179151,WATERVILLE WWTP ME US,19661001,0,2675,1113,0,261,-61,165,29,97
GHCND:USC00179151,WATERVILLE WWTP ME US,19661101,0,3963,1600,0,183,-94,94,8,51
GHCND:USC00179151,WATERVILLE WWTP ME US,19661201,0,6635,806,686,161,-161,15,-77,-31
GHCND:USC00179151,WATERVILLE WWTP ME US,19670101,0,7090,466,293,78,-244,9,-100,-46
GHCND:USC00179151,WATERVILLE WWTP ME US,19670201,0,7592,682,749,67,-289,-12,-164,-88
GHCND:USC00179151,WATERVILLE WWTP ME US,19670301,0,6490,217,191,144,-244,37,-90,-26
GHCND:USC00179151,WATERVILLE WWTP ME US,19670401,0,3955,681,305,206,-72,115,-12,51
GHCND:USC00179151,WATERVILLE WWTP ME US,19670501,0,2656,1021,0,228,-28,163,32,97
GHCND:USC00179151,WATERVILLE WWTP ME US,19670601,528,249,1265,0,322,11,265,121,193
GHCND:USC00179151,WATERVILLE WWTP ME US,19670701,1113,19,770,0,300,94,273,163,218
GHCND:USC00179151,WATERVILLE WWTP ME US,19670801,685,51,1989,0,300,78,266,141,203
GHCND:USC00179151,WATERVILLE WWTP ME US,19670901,37,835,967,0,278,17,223,90,156
GHCND:USC00179151,WATERVILLE WWTP ME US,19671001,0,2411,425,0,239,-44,156,49,103
GHCND:USC00179151,WATERVILLE WWTP ME US,19671101,0,5086,847,102,194,-128,56,-29,13
GHCND:USC00179151,WATERVILLE WWTP ME US,19671201,0,6731,1248,-9999,89,-217,15,-83,-34
GHCND:USC00179151,WATERVILLE WWTP ME US,19680101,0,8628,708,-9999,83,-311,-28,-162,-95
GHCND:USC00179151,WATERVILLE WWTP ME US,19680201,0,7664,338,-9999,61,-256,-12,-151,-81
GHCND:USC00179151,WATERVILLE WWTP ME US,19680301,0,5402,832,-9999,156,-194,67,-50,9
GHCND:USC00179151,WATERVILLE WWTP ME US,19680401,0,2996,622,0,267,-56,156,10,83
GHCND:USC00179151,WATERVILLE WWTP ME US,19680501,0,1905,833,0,278,-22,195,48,122
GHCND:USC00179151,WATERVILLE WWTP ME US,19680601,73,652,987,0,300,56,221,107,164
GHCND:USC00179151,WATERVILLE WWTP ME US,19680701,1022,144,521,0,344,72,282,140,211
GHCND:USC00179151,WATERVILLE WWTP ME US,19680801,370,313,444,0,311,61,258,112,185
GHCND:USC00179151,WATERVILLE WWTP ME US,19680901,93,572,270,0,294,-6,236,98,167
GHCND:USC00179151,WATERVILLE WWTP ME US,19681001,55,2169,732,0,289,-17,178,52,115
GHCND:USC00179151,WATERVILLE WWTP ME US,19681101,0,5189,1265,0,122,-89,50,-30,10
GHCND:USC00179151,WATERVILLE WWTP ME US,19681201,0,7084,1359,305,83,-244,-1,-91,-46
GHCND:USC00179151,WATERVILLE WWTP ME US,19690101,0,7529,713,241,83,-244,-2,-117,-60
GHCND:USC00179151,WATERVILLE WWTP ME US,19690201,0,6387,805,457,89,-239,14,-105,-45
GHCND:USC00179151,WATERVILLE WWTP ME US,19690301,0,5916,578,-9999,133,-161,47,-63,-8
GHCND:USC00179151,WATERVILLE WWTP ME US,19690401,0,3654,671,-9999,217,-111,128,-6,61
GHCND:USC00179151,WATERVILLE WWTP ME US,19690501,32,1804,729,0,311,-17,196,55,126
GHCND:USC00179151,WATERVILLE WWTP ME US,19690601,434,460,546,0,339,33,251,113,182
GHCND:USC00179151,WATERVILLE WWTP ME US,19690701,567,149,1193,0,328,61,259,134,196
GHCND:USC00179151,WATERVILLE WWTP ME US,19690801,947,115,795,0,317,67,274,146,210
GHCND:USC00179151,WATERVILLE WWTP ME US,19690901,267,1090,1041,0,322,11,215,96,156
GHCND:USC00179151,WATERVILLE WWTP ME US,19691001,0,2873,377,0,222,-61,152,28,90
GHCND:USC00179151,WATERVILLE WWTP ME US,19691101,0,4231,1855,0,167,-128,81,3,42
GHCND:USC00179151,WATERVILLE WWTP ME US,19691201,0,5933,2501,-9999,144,-161,20,-64,-22
GHCND:USC00179151,WATERVILLE WWTP ME US,19700101,0,8638,143,-9999,50,-233,-37,-154,-96
GHCND:USC00179151,WATERVILLE WWTP ME US,19700201,0,6465,1413,-9999,100,-200,13,-108,-48
GHCND:USC00179151,WATERVILLE WWTP ME US,19700301,0,5578,681,-9999,139,-117,58,-51,3
GHCND:USC00179151,WATERVILLE WWTP ME US,19700401,0,3632,988,0,272,-72,130,-6,62
GHCND:USC00179151,WATERVILLE WWTP ME US,19700501,13,1316,981,0,289,11,213,69,141
GHCND:USC00179151,WATERVILLE WWTP ME US,19700601,385,445,856,0,317,39,254,108,181
GHCND:USC00179151,WATERVILLE WWTP ME US,19700701,1107,37,535,0,344,89,283,152,218
GHCND:USC00179151,WATERVILLE WWTP ME US,19700801,937,89,919,0,339,83,279,141,210
GHCND:USC00179151,WATERVILLE WWTP ME US,19700901,183,922,658,0,300,33,212,105,158
GHCND:USC00179151,WATERVILLE WWTP ME US,19701001,0,2288,1372,0,272,-67,171,48,109
GHCND:USC00179151,WATERVILLE WWTP ME US,19701101,0,4346,562,0,167,-117,86,-10,38
GHCND:USC00179151,WATERVILLE WWTP ME US,19701201,0,8230,1018,1053,128,-294,-30,-135,-82
GHCND:USC00179151,WATERVILLE WWTP ME US,19710101,0,8989,473,368,56,-322,-37,-177,-107
GHCND:USC00179151,WATERVILLE WWTP ME US,19710201,0,6673,1396,534,89,-294,4,-114,-55
GHCND:USC00179151,WATERVILLE WWTP ME US,19710301,0,5769,680,457,128,-150,53,-59,-3
GHCND:USC00179151,WATERVILLE WWTP ME US,19710401,0,3751,314,102,183,-72,114,2,58
GHCND:USC00179151,WATERVILLE WWTP ME US,19710501,9,1634,1075,0,289,-6,200,61,131
GHCND:USC00179151,WATERVILLE WWTP ME US,19710601,477,277,475,0,356,39,271,108,190
GHCND:USC00179151,WATERVILLE WWTP ME US,19710701,850,26,1451,0,356,72,288,132,210
GHCND:USC00179151,WATERVILLE WWTP ME US,19710801,511,206,1131,0,311,56,257,129,193
GHCND:USC00179151,WATERVILLE WWTP ME US,19710901,325,725,1081,0,322,33,237,103,170
GHCND:USC00179151,WATERVILLE WWTP ME US,19711001,3,1840,673,0,272,-17,190,57,124
GHCND:USC00179151,WATERVILLE WWTP ME US,19711101,0,4967,503,0,178,-106,68,-33,17
GHCND:USC00179151,WATERVILLE WWTP ME US,19711201,0,7154,593,-9999,100,-200,11,-107,-48
GHCND:USC00179151,WATERVILLE WWTP ME US,19720101,0,7630,495,-9999,94,-300,4,-130,-63
GHCND:USC00179151,WATERVILLE WWTP ME US,19720201,0,7381,807,-9999,89,-317,-8,-135,-72
GHCND:USC00179151,WATERVILLE WWTP ME US,19720301,0,6452,1874,-9999,122,-222,29,-80,-25
GHCND:USC00179151,WATERVILLE WWTP ME US,19720401,0,4205,764,-9999,217,-78,106,-20,43
GHCND:USC00179151,WATERVILLE WWTP ME US,19720501,147,1593,685,0,328,-17,217,56,136
GHCND:USC00179151,WATERVILLE WWTP ME US,19720601,219,393,1662,0,283,39,238,116,177
GHCND:USC00179151,WATERVILLE WWTP ME US,19720701,960,55,992,0,328,83,284,140,212
GHCND:USC00179151,WATERVILLE WWTP ME US,19720801,442,218,680,0,311,56,262,118,190
GHCND:USC00179151,WATERVILLE WWTP ME US,19720901,115,861,1053,0,306,11,232,84,158
GHCND:USC00179151,WATERVILLE WWTP ME US,19721001,0,3355,912,0,211,-83,137,12,75
GHCND:USC00179151,WATERVILLE WWTP ME US,19721101,0,5244,892,102,133,-139,56,-39,8
GHCND:USC00179151,WATERVILLE WWTP ME US,19721201,0,7542,1379,736,72,-206,-12,-108,-60
GHCND:USC00179151,WATERVILLE WWTP ME US,19730101,0,7493,937,279,100,-306,8,-125,-59
GHCND:USC00179151,WATERVILLE WWTP ME US,19730201,0,6675,875,51,117,-289,8,-119,-55
GHCND:USC00179151,WATERVILLE WWTP ME US,19730301,0,4865,630,0,167,-128,86,-34,26
GHCND:USC00179151,WATERVILLE WWTP ME US,19730401,0,3164,1129,-9999,306,-111,148,-2,70
GHCND:USC00179151,WATERVILLE WWTP ME US,19730501,1,2040,1283,0,256,-6,180,55,117
GHCND:USC00179151,WATERVILLE WWTP ME US,19730601,477,420,932,0,322,33,252,118,185
GHCND:USC00179151,WATERVILLE WWTP ME US,19730701,1088,5,1120,0,356,100,286,150,218
GHCND:USC00179151,WATERVILLE WWTP ME US,19730801,1287,44,917,0,339,67,286,161,223
GHCND:USC00179151,WATERVILLE WWTP ME US,19730901,247,1225,862,0,322,-11,212,84,148
GHCND:USC00179151,WATERVILLE WWTP ME US,19731001,0,2433,1261,0,217,-39,160,32,96
GHCND:USC00179151,WATERVILLE WWTP ME US,19731101,0,4751,685,0,167,-100,71,-22,25
GHCND:USC00179151,WATERVILLE WWTP ME US,19731201,0,5545,2726,-9999,144,-178,49,-53,-2
GHCND:USC00179151,WATERVILLE WWTP ME US,19740101,0,7478,693,228,139,-272,-1,-115,-58
GHCND:USC00179151,WATERVILLE WWTP ME US,19740201,0,6565,505,50,106,-194,11,-114,-51
GHCND:USC00179151,WATERVILLE WWTP ME US,19740301,0,5686,884,-9999,200,-156,63,-63,0
GHCND:USC00179151,WATERVILLE WWTP ME US,19740401,0,3351,1537,153,250,-72,143,0,71
GHCND:USC00179151,WATERVILLE WWTP ME US,19740501,1,2463,1273,0,289,-22,166,41,104
GHCND:USC00179151,WATERVILLE WWTP ME US,19740601,314,352,1156,0,328,33,254,109,182
GHCND:USC00179151,WATERVILLE WWTP ME US,19740701,674,56,1029,0,322,94,264,142,203
GHCND:USC00179151,WATERVILLE WWTP ME US,19740801,617,79,942,0,306,72,269,132,200
GHCND:USC00179151,WATERVILLE WWTP ME US,19740901,151,823,922,0,289,-11,212,94,157
GHCND:USC00179151,WATERVILLE WWTP ME US,19741001,0,3503,378,0,239,-72,135,5,70
GHCND:USC00179151,WATERVILLE WWTP ME US,19741101,0,4309,1128,-9999,222,-122,86,-19,34
GHCND:USC00179151,WATERVILLE WWTP ME US,19741201,0,6175,677,-9999,128,-178,32,-64,-16
GHCND:USC00179151,WATERVILLE WWTP ME US,19750101,0,7238,909,432,78,-250,8,-109,-50
GHCND:USC00179151,WATERVILLE WWTP ME US,19750201,0,6655,445,258,89,-278,8,-117,-55
GHCND:USC00179151,WATERVILLE WWTP ME US,19750301,0,5829,894,312,122,-161,59,-69,-5
GHCND:USC00179151,WATERVILLE WWTP ME US,19750401,0,3853,521,305,206,-83,107,-7,50
GHCND:USC00179151,WATERVILLE WWTP ME US,19750501,73,952,-9999,-9999,311,11,230,78,154
GHCND:USC00179151,WATERVILLE WWTP ME US,19750601,566,471,5,0,344,33,258,112,186
GHCND:USC00179151,WATERVILLE WWTP ME US,19750701,1161,0,532,0,333,89,286,155,220
GHCND:USC00179151,WATERVILLE WWTP ME US,19750801,862,234,569,0,383,50,276,131,203
GHCND:USC00179151,WATERVILLE WWTP ME US,19750901,12,1196,1166,0,250,11,203,84,144
GHCND:USC00179151,WATERVILLE WWTP ME US,19751001,0,2487,1143,0,239,-33,166,39,103
GHCND:USC00179151,WATERVILLE WWTP ME US,19751101,0,3903,1291,51,206,-78,109,-4,53
GHCND:USC00179151,WATERVILLE WWTP ME US,19751201,0,6947,1396,850,144,-233,10,-107,-49
GHCND:USC00179151,WATERVILLE WWTP ME US,19760101,0,8672,872,320,89,-322,-31,-163,-97
GHCND:USC00179151,WATERVILLE WWTP ME US,19760201,0,6244,918,293,139,-194,38,-103,-32
GHCND:USC00179151,WATERVILLE WWTP ME US,19760301,0,5610,539,534,150,-172,59,-55,2
GHCND:USC00179151,WATERVILLE WWTP ME US,19760401,12,3059,918,0,317,-94,155,8,81
GHCND:USC00179151,WATERVILLE WWTP ME US,19760501,26,1667,1103,0,294,-6,202,58,130
GHCND:USC00179151,WATERVILLE WWTP ME US,19760601,835,286,316,0,344,28,275,127,201
GHCND:USC00179151,WATERVILLE WWTP ME US,19760701,584,123,2274,0,328,61,264,132,198
GHCND:USC00179151,WATERVILLE WWTP ME US,19760801,595,235,1483,0,344,39,261,129,195
GHCND:USC00179151,WATERVILLE WWTP ME US,19760901,101,1063,770,0,278,-11,216,86,151
GHCND:USC00179151,WATERVILLE WWTP ME US,19761001,0,3319,1132,0,228,-72,137,15,76
GHCND:USC00179151,WATERVILLE WWTP ME US,19761101,0,5010,671,13,133,-89,63,-31,16
GHCND:USC00179151,WATERVILLE WWTP ME US,19761201,0,7709,838,381,106,-206,-12,-136,-74
GHCND:USC00179151,WATERVILLE WWTP ME US,19770101,0,8681,831,749,61,-300,-26,-168,-97
GHCND:USC00179151,WATERVILLE WWTP ME US,19770201,0,6646,553,356,78,-222,15,-124,-54
GHCND:USC00179151,WATERVILLE WWTP ME US,19770301,0,4398,1419,254,239,-94,102,-20,41
GHCND:USC00179151,WATERVILLE WWTP ME US,19770401,6,3420,760,51,272,-89,141,-3,69
GHCND:USC00179151,WATERVILLE WWTP ME US,19770501,353,1357,414,0,367,-11,239,61,150
GHCND:USC00179151,WATERVILLE WWTP ME US,19770601,184,566,1212,0,311,72,226,115,170
GHCND:USC00179151,WATERVILLE WWTP ME US,19770701,846,94,306,0,356,56,282,132,207
GHCND:USC00179151,WATERVILLE WWTP ME US,19770801,737,205,1249,0,339,50,268,132,200
GHCND:USC00179151,WATERVILLE WWTP ME US,19770901,123,1136,1342,0,289,17,211,87,149
GHCND:USC00179151,WATERVILLE WWTP ME US,19771001,0,2600,1620,0,217,-44,158,35,96
GHCND:USC00179151,WATERVILLE WWTP ME US,19771101,0,4072,1174,13,189,-89,96,-1,47
GHCND:USC00179151,WATERVILLE WWTP ME US,19771201,0,7060,1517,697,89,-211,6,-96,-45
GHCND:USC00179151,WATERVILLE WWTP ME US,19780101,0,7900,1864,647,128,-200,-11,-133,-72
GHCND:USC00179151,WATERVILLE WWTP ME US,19780201,0,7175,256,317,44,-244,2,-149,-73
GHCND:USC00179151,WATERVILLE WWTP ME US,19780301,0,5943,880,254,128,-200,52,-69,-9
GHCND:USC00179151,WATERVILLE WWTP ME US,19780401,0,3751,803,76,183,-78,119,-3,58
GHCND:USC00179151,WATERVILLE WWTP ME US,19780501,208,1329,692,0,333,-17,228,66,147
GHCND:USC00179151,WATERVILLE WWTP ME US,19780601,307,348,925,0,300,39,251,112,182
GHCND:USC00179151,WATERVILLE WWTP ME US,19780701,1000,122,477,0,344,67,287,135,211
GHCND:USC00179151,WATERVILLE WWTP ME US,19780801,956,199,430,0,333,33,287,128,207
GHCND:USC00179151,WATERVILLE WWTP ME US,19780901,72,1431,268,0,328,-6,219,56,138
GHCND:USC00179151,WATERVILLE WWTP ME US,19781001,0,2715,829,0,233,-72,160,31,95
GHCND:USC00179151,WATERVILLE WWTP ME US,19781101,0,4357,462,178,189,-167,86,-46,22
GHCND:USC00179151,WATERVILLE WWTP ME US,19781201,0,7087,696,533,100,-244,19,-110,-46
GHCND:USC00179151,WATERVILLE WWTP ME US,19790101,0,7370,2331,799,106,-250,-3,-106,-55
GHCND:USC00179151,WATERVILLE WWTP ME US,19790201,0,7390,675,152,106,-261,-15,-147,-81
GHCND:USC00179151,WATERVILLE WWTP ME US,19790301,0,4833,1153,0,211,-144,85,-31,27
GHCND:USC00179151,WATERVILLE WWTP ME US,19790401,0,3576,1560,101,228,-61,132,-4,64
GHCND:USC00179151,WATERVILLE WWTP ME US,19790501,104,1484,1585,0,333,-17,203,74,138
GHCND:USC00179151,WATERVILLE WWTP ME US,19790601,372,342,163,0,339,22,263,105,184
GHCND:USC00179151,WATERVILLE WWTP ME US,19790701,1224,91,982,0,333,50,299,140,220
GHCND:USC00179151,WATERVILLE WWTP ME US,19790801,652,318,875,0,328,44,261,126,194
GHCND:USC00179151,WATERVILLE WWTP ME US,19790901,130,1037,632,0,311,-17,231,74,153
GHCND:USC00179151,WATERVILLE WWTP ME US,19791001,26,2898,1587,25,283,-61,148,33,90
GHCND:USC00179151,WATERVILLE WWTP ME US,19791101,0,3984,947,0,200,-117,109,-9,50
GHCND:USC00179151,WATERVILLE WWTP ME US,19791201,0,6633,588,164,139,-211,30,-92,-31
GHCND:USC00179151,WATERVILLE WWTP ME US,19800101,0,7475,159,127,128,-222,6,-123,-58
GHCND:USC00179151,WATERVILLE WWTP ME US,19800201,0,7129,262,280,100,-211,12,-138,-63
GHCND:USC00179151,WATERVILLE WWTP ME US,19800301,0,6060,1129,254,133,-228,56,-81,-12
GHCND:USC00179151,WATERVILLE WWTP ME US,19800401,0,3571,1370,0,194,-72,136,-8,64
GHCND:USC00179151,WATERVILLE WWTP ME US,19800501,1,1567,326,0,294,-28,214,47,131
GHCND:USC00179151,WATERVILLE WWTP ME US,19800601,250,786,884,0,339,17,243,87,165
GHCND:USC00179151,WATERVILLE WWTP ME US,19800701,829,117,1094,0,328,72,280,132,206
GHCND:USC00179151,WATERVILLE WWTP ME US,19800801,835,82,418,0,322,72,287,127,207
GHCND:USC00179151,WATERVILLE WWTP ME US,19800901,177,1373,1200,0,322,-50,218,68,143
GHCND:USC00179151,WATERVILLE WWTP ME US,19801001,0,3643,881,0,211,-67,130,1,65
GHCND:USC00179151,WATERVILLE WWTP ME US,19801101,0,5123,1107,229,128,-144,70,-45,12
GHCND:USC00179151,WATERVILLE WWTP ME US,19801201,0,8122,276,344,106,-328,-8,-150,-79
GHCND:USC00179151,WATERVILLE WWTP ME US,19810101,0,9247,282,318,83,-356,-32,-198,-115
GHCND:USC00179151,WATERVILLE WWTP ME US,19810201,0,5244,688,178,161,-189,64,-73,-4
GHCND:USC00179151,WATERVILLE WWTP ME US,19810301,0,5311,287,132,239,-128,76,-53,12
GHCND:USC00179151,WATERVILLE WWTP ME US,19810401,0,3438,789,0,217,-117,147,-10,68
GHCND:USC00179151,WATERVILLE WWTP ME US,19810501,127,1473,810,0,311,-22,220,59,140
GHCND:USC00179151,WATERVILLE WWTP ME US,19810601,195,338,943,0,294,39,254,102,178
GHCND:USC00179151,WATERVILLE WWTP ME US,19810701,780,89,1299,0,350,50,281,130,205
GHCND:USC00179151,WATERVILLE WWTP ME US,19810801,452,255,884,0,317,44,265,114,189
GHCND:USC00179151,WATERVILLE WWTP ME US,19810901,12,1200,1196,0,267,22,204,82,143
GHCND:USC00179151,WATERVILLE WWTP ME US,19811001,0,3358,2046,0,206,-78,140,9,75
GHCND:USC00179151,WATERVILLE WWTP ME US,19811101,0,4747,793,63,189,-117,79,-29,25
GHCND:USC00179151,WATERVILLE WWTP ME US,19811201,0,6528,1227,826,78,-217,22,-77,-28
GHCND:USC00179151,WATERVILLE WWTP ME US,19820101,0,9229,821,646,100,-306,-41,-189,-115
GHCND:USC00179151,WATERVILLE WWTP ME US,19820201,0,7151,386,317,67,-333,10,-155,-72
GHCND:USC00179151,WATERVILLE WWTP ME US,19820301,0,5930,626,267,133,-272,61,-77,-8
