STATION,STATION_NAME,DATE,CLDD,HTDD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:USC00179151,WATERVILLE WWTP ME US,19820401,40,4059,882,305,250,-100,128,-30,49
GHCND:USC00179151,WATERVILLE WWTP ME US,19820501,32,1635,367,0,306,-61,221,42,131
GHCND:USC00179151,WATERVILLE WWTP ME US,19820601,67,725,1627,0,278,28,229,93,161
GHCND:USC00179151,WATERVILLE WWTP ME US,19820701,879,138,731,0,350,44,290,124,207
GHCND:USC00179151,WATERVILLE WWTP ME US,19820801,378,342,852,0,306,17,257,112,184
GHCND:USC00179151,WATERVILLE WWTP ME US,19820901,136,915,755,0,294,-6,223,91,157
GHCND:USC00179151,WATERVILLE WWTP ME US,19821001,0,2795,264,0,244,-56,172,14,93
GHCND:USC00179151,WATERVILLE WWTP ME US,19821101,0,4162,1083,25,183,-133,96,-7,44
GHCND:USC00179151,WATERVILLE WWTP ME US,19821201,0,6040,449,229,194,-189,46,-70,-12
GHCND:USC00179151,WATERVILLE WWTP ME US,19830101,0,7245,817,292,139,-250,11,-113,-51
GHCND:USC00179151,WATERVILLE WWTP ME US,19830201,0,6100,513,483,106,-239,31,-100,-35
GHCND:USC00179151,WATERVILLE WWTP ME US,19830301,0,5166,1728,51,128,-111,70,-37,16
GHCND:USC00179151,WATERVILLE WWTP ME US,19830401,0,3316,2373,0,250,-56,132,13,72
GHCND:USC00179151,WATERVILLE WWTP ME US,19830501,0,1859,1543,0,239,-6,184,62,123
GHCND:USC00179151,WATERVILLE WWTP ME US,19830601,430,349,642,0,339,28,272,100,186
GHCND:USC00179151,WATERVILLE WWTP ME US,19830701,1029,35,1030,0,350,78,293,137,215
GHCND:USC00179151,WATERVILLE WWTP ME US,19830801,875,65,1076,0,322,61,285,133,209
GHCND:USC00179151,WATERVILLE WWTP ME US,19830901,476,741,401,0,322,0,257,92,174
GHCND:USC00179151,WATERVILLE WWTP ME US,19831001,46,2968,902,0,289,-72,156,21,89
GHCND:USC00179151,WATERVILLE WWTP ME US,19831101,0,4483,1638,0,167,-100,81,-14,34
GHCND:USC00179151,WATERVILLE WWTP ME US,19831201,0,7133,1147,242,111,-239,7,-101,-47
GHCND:USC00179151,WATERVILLE WWTP ME US,19840101,0,8471,440,466,61,-272,-29,-152,-90
GHCND:USC00179151,WATERVILLE WWTP ME US,19840201,0,5515,1103,199,139,-244,53,-68,-7
GHCND:USC00179151,WATERVILLE WWTP ME US,19840301,0,6623,1183,35,122,-211,34,-95,-31
GHCND:USC00179151,WATERVILLE WWTP ME US,19840401,0,3414,581,0,250,-67,138,0,69
GHCND:USC00179151,WATERVILLE WWTP ME US,19840501,6,1957,2512,0,278,-6,199,41,120
GHCND:USC00179151,WATERVILLE WWTP ME US,19840601,508,512,2031,0,350,28,256,109,183
GHCND:USC00179151,WATERVILLE WWTP ME US,19840701,913,55,527,0,322,89,279,143,211
GHCND:USC00179151,WATERVILLE WWTP ME US,19840801,898,82,524,0,339,72,275,144,209
GHCND:USC00179151,WATERVILLE WWTP ME US,19840901,46,1346,444,0,283,6,218,62,140
GHCND:USC00179151,WATERVILLE WWTP ME US,19841001,0,2536,619,0,256,-56,176,27,101
GHCND:USC00179151,WATERVILLE WWTP ME US,19841101,0,4443,576,0,178,-117,91,-21,35
GHCND:USC00179151,WATERVILLE WWTP ME US,19841201,0,6468,551,619,89,-233,29,-80,-26
GHCND:USC00179151,WATERVILLE WWTP ME US,19850101,0,8912,242,366,28,-322,-31,-178,-104
GHCND:USC00179151,WATERVILLE WWTP ME US,19850201,0,6447,579,97,83,-311,22,-116,-47
GHCND:USC00179151,WATERVILLE WWTP ME US,19850301,0,5578,480,203,178,-194,68,-62,3
GHCND:USC00179151,WATERVILLE WWTP ME US,19850401,0,3488,164,0,267,-100,141,-7,67
GHCND:USC00179151,WATERVILLE WWTP ME US,19850501,6,1819,453,0,283,-61,205,44,125
GHCND:USC00179151,WATERVILLE WWTP ME US,19850601,31,652,754,0,283,39,231,94,162
GHCND:USC00179151,WATERVILLE WWTP ME US,19850701,906,19,602,0,311,72,284,140,212
GHCND:USC00179151,WATERVILLE WWTP ME US,19850801,529,221,1532,0,367,72,266,120,193
GHCND:USC00179151,WATERVILLE WWTP ME US,19850901,145,800,1000,0,317,6,235,87,161
GHCND:USC00179151,WATERVILLE WWTP ME US,19851001,0,2564,640,0,244,-44,164,37,100
GHCND:USC00179151,WATERVILLE WWTP ME US,19851101,0,4607,828,8,156,-100,72,-13,29
GHCND:USC00179151,WATERVILLE WWTP ME US,19851201,0,7308,409,-9999,111,-267,4,-110,-53
GHCND:USC00179151,WATERVILLE WWTP ME US,19860101,0,6959,840,-9999,128,-289,25,-108,-41
GHCND:USC00179151,WATERVILLE WWTP ME US,19860201,0,6597,355,254,72,-228,17,-122,-53
GHCND:USC00179151,WATERVILLE WWTP ME US,19860301,0,5137,1002,51,222,-172,81,-57,12
GHCND:USC00179151,WATERVILLE WWTP ME US,19860401,0,2851,687,0,244,-61,159,17,88
GHCND:USC00179151,WATERVILLE WWTP ME US,19860501,54,1911,1439,0,317,-33,191,55,123
GHCND:USC00179151,WATERVILLE WWTP ME US,19860601,127,588,425,0,294,28,242,93,168
GHCND:USC00179151,WATERVILLE WWTP ME US,19860701,696,228,1256,0,322,61,263,133,198
GHCND:USC00179151,WATERVILLE WWTP ME US,19860801,374,311,1350,0,289,33,245,125,185
GHCND:USC00179151,WATERVILLE WWTP ME US,19860901,44,1349,653,0,267,-6,209,70,139
GHCND:USC00179151,WATERVILLE WWTP ME US,19861001,23,2865,262,0,256,-61,155,27,91
GHCND:USC00179151,WATERVILLE WWTP ME US,19861101,0,4897,762,0,139,-133,69,-41,14
GHCND:USC00179151,WATERVILLE WWTP ME US,19861201,0,6653,841,-9999,117,-189,22,-85,-32
GHCND:USC00179151,WATERVILLE WWTP ME US,19870101,0,7533,271,926,106,-217,5,-125,-60
GHCND:USC00179151,WATERVILLE WWTP ME US,19870201,0,6452,66,49,89,-239,17,-129,-56
GHCND:USC00179151,WATERVILLE WWTP ME US,19870301,0,5314,896,368,200,-211,80,-57,12
GHCND:USC00179151,WATERVILLE WWTP ME US,19870401,7,2689,1011,0,256,-61,154,27,91
GHCND:USC00179151,WATERVILLE WWTP ME US,19870501,113,1781,830,0,328,-56,214,44,129
GHCND:USC00179151,WATERVILLE WWTP ME US,19870601,350,398,996,0,333,39,246,117,181
GHCND:USC00179151,WATERVILLE WWTP ME US,19870701,862,143,522,0,333,61,270,143,206
GHCND:USC00179151,WATERVILLE WWTP ME US,19870801,587,343,660,0,350,17,271,111,191
GHCND:USC00179151,WATERVILLE WWTP ME US,19870901,108,1110,1493,0,272,-6,214,86,150
GHCND:USC00179151,WATERVILLE WWTP ME US,19871001,0,2589,1082,0,211,-44,166,33,99
GHCND:USC00179151,WATERVILLE WWTP ME US,19871101,0,4601,608,305,194,-133,91,-32,30
GHCND:USC00179151,WATERVILLE WWTP ME US,19871201,0,6290,201,-9999,89,-200,28,-68,-20
GHCND:USC00179151,WATERVILLE WWTP ME US,19880101,0,7652,108,330,83,-267,8,-135,-64
GHCND:USC00179151,WATERVILLE WWTP ME US,19880201,0,6643,229,483,83,-272,23,-115,-46
GHCND:USC00179151,WATERVILLE WWTP ME US,19880301,0,5496,277,25,172,-194,75,-64,6
GHCND:USC00179151,WATERVILLE WWTP ME US,19880401,0,3529,456,242,172,-56,126,5,65
GHCND:USC00179151,WATERVILLE WWTP ME US,19880501,124,1299,229,0,317,-17,218,72,145
GHCND:USC00179151,WATERVILLE WWTP ME US,19880601,522,691,569,0,356,17,259,96,177
GHCND:USC00179151,WATERVILLE WWTP ME US,19880701,1391,46,1469,0,350,94,292,161,226
GHCND:USC00179151,WATERVILLE WWTP ME US,19880801,1237,239,1361,0,344,56,275,155,215
GHCND:USC00179151,WATERVILLE WWTP ME US,19880901,81,1033,211,0,278,6,223,80,151
GHCND:USC00179151,WATERVILLE WWTP ME US,19881001,20,3351,870,0,267,-78,136,15,76
GHCND:USC00179151,WATERVILLE WWTP ME US,19881101,0,4053,999,0,183,-78,99,-4,48
GHCND:USC00179151,WATERVILLE WWTP ME US,19881201,0,7019,237,279,111,-233,22,-108,-43
GHCND:USC00179151,WATERVILLE WWTP ME US,19890101,0,7421,247,203,78,-239,17,-130,-56
GHCND:USC00179151,WATERVILLE WWTP ME US,19890201,0,6658,366,285,144,-222,14,-124,-55
GHCND:USC00179151,WATERVILLE WWTP ME US,19890301,0,6035,89,25,194,-233,54,-77,-12
GHCND:USC00179151,WATERVILLE WWTP ME US,19890401,0,3975,620,0,178,-100,118,-17,51
GHCND:USC00179151,WATERVILLE WWTP ME US,19890501,59,1230,1357,0,306,-6,221,69,145
GHCND:USC00179151,WATERVILLE WWTP ME US,19890601,437,343,1282,0,322,67,251,122,186
GHCND:USC00179151,WATERVILLE WWTP ME US,19890701,912,19,132,0,356,72,289,134,212
GHCND:USC00179151,WATERVILLE WWTP ME US,19890801,743,264,822,0,306,6,264,133,198
GHCND:USC00179151,WATERVILLE WWTP ME US,19890901,232,893,816,0,311,-11,230,92,161
GHCND:USC00179151,WATERVILLE WWTP ME US,19891001,0,2681,887,0,261,-56,175,18,97
GHCND:USC00179151,WATERVILLE WWTP ME US,19891101,0,4912,3101,269,183,-183,75,-36,19
GHCND:USC00179151,WATERVILLE WWTP ME US,19891201,0,9514,71,442,-6,-283,-48,-200,-124
GHCND:USC00179151,WATERVILLE WWTP ME US,19900101,0,6233,682,448,139,-183,44,-80,-18
GHCND:USC00179151,WATERVILLE WWTP ME US,19900201,0,6165,53,550,139,-217,41,-115,-37
GHCND:USC00179151,WATERVILLE WWTP ME US,19900301,0,5445,932,140,156,-211,82,-67,7
GHCND:USC00179151,WATERVILLE WWTP ME US,19900401,59,3544,1051,0,333,-117,137,-4,67
GHCND:USC00179151,WATERVILLE WWTP ME US,19900501,17,1968,2477,0,267,-22,196,44,120
GHCND:USC00179151,WATERVILLE WWTP ME US,19900601,271,590,1445,0,300,-72,256,89,172
GHCND:USC00179151,WATERVILLE WWTP ME US,19900701,961,79,1905,0,322,72,279,144,211
GHCND:USC00179151,WATERVILLE WWTP ME US,19900801,1071,71,1578,0,328,61,288,143,215
GHCND:USC00179151,WATERVILLE WWTP ME US,19900901,141,978,1443,0,294,6,220,91,155
GHCND:USC00179151,WATERVILLE WWTP ME US,19901001,43,2429,1976,0,289,-122,178,34,106
GHCND:USC00179151,WATERVILLE WWTP ME US,19901101,0,4091,1116,0,228,-150,108,-15,47
GHCND:USC00179151,WATERVILLE WWTP ME US,19901201,0,5612,418,102,133,-139,59,-55,2
GHCND:USC00179151,WATERVILLE WWTP ME US,19910101,0,7677,823,193,78,-261,11,-140,-65
GHCND:USC00179151,WATERVILLE WWTP ME US,19910201,0,5914,46,50,144,-239,49,-106,-28
GHCND:USC00179151,WATERVILLE WWTP ME US,19910301,0,4903,760,155,150,-111,78,-39,20
GHCND:USC00179151,WATERVILLE WWTP ME US,19910401,0,3119,593,0,239,-67,158,0,79
GHCND:USC00179151,WATERVILLE WWTP ME US,19910501,88,1327,886,0,322,-128,239,47,143
GHCND:USC00179151,WATERVILLE WWTP ME US,19910601,449,314,455,0,344,28,277,98,188
GHCND:USC00179151,WATERVILLE WWTP ME US,19910701,773,129,1004,0,356,39,280,128,204
GHCND:USC00179151,WATERVILLE WWTP ME US,19910801,952,88,1843,0,322,56,287,135,211
GHCND:USC00179151,WATERVILLE WWTP ME US,19910901,109,1257,1089,0,300,-11,218,72,145
GHCND:USC00179151,WATERVILLE WWTP ME US,19911001,0,2369,819,0,233,-83,174,39,107
GHCND:USC00179151,WATERVILLE WWTP ME US,19911101,0,4186,1031,0,211,-83,89,-2,43
GHCND:USC00179151,WATERVILLE WWTP ME US,19911201,0,6851,192,292,94,-222,16,-106,-45
GHCND:USC00179151,WATERVILLE WWTP ME US,19920101,0,7614,397,0,106,-233,6,-131,-63
GHCND:USC00179151,WATERVILLE WWTP ME US,19920201,0,6608,865,278,89,-261,19,-109,-45
GHCND:USC00179151,WATERVILLE WWTP ME US,19920301,0,6043,963,28,128,-200,51,-75,-12
GHCND:USC00179151,WATERVILLE WWTP ME US,19920401,6,4130,779,178,256,-167,122,-31,46
GHCND:USC00179151,WATERVILLE WWTP ME US,19920501,121,1769,125,0,356,-56,223,37,130
GHCND:USC00179151,WATERVILLE WWTP ME US,19920601,325,230,800,0,311,61,262,110,186
GHCND:USC00179151,WATERVILLE WWTP ME US,19920701,378,192,347,0,306,56,260,118,189
GHCND:USC00179151,WATERVILLE WWTP ME US,19920801,579,128,402,0,317,67,262,133,198
GHCND:USC00179151,WATERVILLE WWTP ME US,19920901,144,997,859,0,300,-17,228,82,155
GHCND:USC00179151,WATERVILLE WWTP ME US,19921001,0,3084,704,0,239,-56,146,21,84
GHCND:USC00179151,WATERVILLE WWTP ME US,19921101,0,5110,779,0,178,-156,73,-48,13
GHCND:USC00179151,WATERVILLE WWTP ME US,19921201,0,6760,154,43,67,-250,19,-89,-35
GHCND:USC00179151,WATERVILLE WWTP ME US,19930101,0,7345,218,267,122,-289,17,-125,-54
GHCND:USC00179151,WATERVILLE WWTP ME US,19930201,0,7779,862,876,33,-306,-16,-174,-95
GHCND:USC00179151,WATERVILLE WWTP ME US,19930301,0,6108,868,627,211,-250,71,-100,-14
GHCND:USC00179151,WATERVILLE WWTP ME US,19930401,0,3780,748,51,206,-128,140,-26,57
GHCND:USC00179151,WATERVILLE WWTP ME US,19930501,0,1629,408,0,283,-11,201,57,129
GHCND:USC00179151,WATERVILLE WWTP ME US,19930601,329,654,959,0,322,39,237,107,172
GHCND:USC00179151,WATERVILLE WWTP ME US,19930701,815,126,523,0,350,100,268,142,205
GHCND:USC00179151,WATERVILLE WWTP ME US,19930801,815,79,408,0,344,72,275,138,207
GHCND:USC00179151,WATERVILLE WWTP ME US,19930901,130,982,875,0,300,6,217,88,153
GHCND:USC00179151,WATERVILLE WWTP ME US,19931001,0,3585,821,0,206,-44,122,5,64
GHCND:USC00179151,WATERVILLE WWTP ME US,19931101,0,4742,1040,0,144,-128,83,-33,25
GHCND:USC00179151,WATERVILLE WWTP ME US,19931201,0,6699,1107,101,106,-228,14,-80,-33
GHCND:USC00179151,WATERVILLE WWTP ME US,19940101,0,10004,1372,929,89,-356,-70,-209,-140
GHCND:USC00179151,WATERVILLE WWTP ME US,19940201,0,8220,314,346,139,-272,-37,-184,-111
GHCND:USC00179151,WATERVILLE WWTP ME US,19940301,0,6053,1305,493,128,-228,40,-64,-12
GHCND:USC00179151,WATERVILLE WWTP ME US,19940401,0,3797,823,0,228,-67,118,-5,56
GHCND:USC00179151,WATERVILLE WWTP ME US,19940501,15,2182,1022,0,289,-17,171,51,111
GHCND:USC00179151,WATERVILLE WWTP ME US,19940601,582,365,733,0,328,56,253,127,190
GHCND:USC00179151,WATERVILLE WWTP ME US,19940701,1351,0,624,0,344,117,288,166,227
GHCND:USC00179151,WATERVILLE WWTP ME US,19940801,510,219,829,0,311,72,254,130,192
GHCND:USC00179151,WATERVILLE WWTP ME US,19940901,0,1096,1455,0,278,56,199,91,145
GHCND:USC00179151,WATERVILLE WWTP ME US,19941001,0,2705,490,0,228,-28,160,32,96
GHCND:USC00179151,WATERVILLE WWTP ME US,19941101,0,4216,1106,58,200,-117,101,-16,42
GHCND:USC00179151,WATERVILLE WWTP ME US,19941201,0,6441,733,181,144,-183,27,-77,-25
GHCND:USC00179151,WATERVILLE WWTP ME US,19950101,0,7125,919,447,122,-244,-6,-87,-47
GHCND:USC00179151,WATERVILLE WWTP ME US,19950201,0,7418,576,521,72,-256,-19,-145,-82
GHCND:USC00179151,WATERVILLE WWTP ME US,19950301,0,5870,1018,191,139,-200,44,-57,-6
GHCND:USC00179151,WATERVILLE WWTP ME US,19950401,0,4078,555,0,178,-122,104,-19,42
GHCND:USC00179151,WATERVILLE WWTP ME US,19950501,6,2133,909,0,256,-6,177,52,114
GHCND:USC00179151,WATERVILLE WWTP ME US,19950601,493,267,793,0,356,72,257,124,191
GHCND:USC00179151,WATERVILLE WWTP ME US,19950701,1067,61,700,0,356,111,276,157,217
GHCND:USC00179151,WATERVILLE WWTP ME US,19950801,786,110,86,0,339,72,277,132,205
GHCND:USC00179151,WATERVILLE WWTP ME US,19950901,31,1532,574,0,289,-11,210,56,133
GHCND:USC00179151,WATERVILLE WWTP ME US,19951001,0,2265,1828,0,267,-28,180,40,110
GHCND:USC00179151,WATERVILLE WWTP ME US,19951101,0,5131,1568,168,150,-122,57,-33,12
GHCND:USC00179151,WATERVILLE WWTP ME US,19951201,0,7673,845,1028,44,-217,-12,-117,-65
GHCND:USC00179151,WATERVILLE WWTP ME US,19960101,0,8175,1785,511,122,-272,-23,-138,-81
GHCND:USC00179151,WATERVILLE WWTP ME US,19960201,0,7158,1183,229,106,-239,-9,-119,-64
GHCND:USC00179151,WATERVILLE WWTP ME US,19960301,0,6294,584,484,150,-200,39,-79,-20
GHCND:USC00179151,WATERVILLE WWTP ME US,19960401,0,3760,1108,178,250,-50,111,4,58
GHCND:USC00179151,WATERVILLE WWTP ME US,19960501,12,2233,991,0,278,-11,176,47,111
GHCND:USC00179151,WATERVILLE WWTP ME US,19960601,259,339,675,0,317,56,240,121,180
GHCND:USC00179151,WATERVILLE WWTP ME US,19960701,500,51,1326,0,306,106,249,147,198
GHCND:USC00179151,WATERVILLE WWTP ME US,19960801,599,139,286,0,311,89,258,138,198
GHCND:USC00179151,WATERVILLE WWTP ME US,19960901,120,1020,1581,0,306,28,204,102,153
GHCND:USC00179151,WATERVILLE WWTP ME US,19961001,0,3223,756,0,206,-33,138,20,79
GHCND:USC00179151,WATERVILLE WWTP ME US,19961101,0,5160,410,120,178,-139,64,-42,11
GHCND:USC00179151,WATERVILLE WWTP ME US,19961201,0,5723,1721,152,117,-150,37,-40,-2
GHCND:USC00179151,WATERVILLE WWTP ME US,19970101,0,8059,988,374,78,-228,-24,-130,-77
GHCND:USC00179151,WATERVILLE WWTP ME US,19970201,0,6636,398,242,89,-239,5,-113,-54
GHCND:USC00179151,WATERVILLE WWTP ME US,19970301,0,6014,541,375,128,-144,25,-74,-24
GHCND:USC00179151,WATERVILLE WWTP ME US,19970401,0,4137,875,101,200,-67,105,-15,45
GHCND:USC00179151,WATERVILLE WWTP ME US,19970501,6,2545,781,0,300,-17,158,44,101
GHCND:USC00179151,WATERVILLE WWTP ME US,19970601,355,465,1012,0,328,44,250,108,179
GHCND:USC00179151,WATERVILLE WWTP ME US,19970701,688,60,1006,0,322,94,267,140,203
GHCND:USC00179151,WATERVILLE WWTP ME US,19970801,461,131,1034,0,311,100,252,135,194
GHCND:USC00179151,WATERVILLE WWTP ME US,19970901,52,1156,754,0,256,17,201,91,146
GHCND:USC00179151,WATERVILLE WWTP ME US,19971001,0,3140,701,0,261,-39,140,23,82
GHCND:USC00179151,WATERVILLE WWTP ME US,19971101,0,5031,656,127,172,-139,61,-30,15
GHCND:USC00179151,WATERVILLE WWTP ME US,19971201,0,6893,550,444,78,-189,15,-93,-39
GHCND:USC00179151,WATERVILLE WWTP ME US,19980101,0,7249,1183,538,100,-233,-13,-104,-59
GHCND:USC00179151,WATERVILLE WWTP ME US,19980201,0,5787,851,38,83,-183,29,-77,-24
GHCND:USC00179151,WATERVILLE WWTP ME US,19980301,0,5550,1009,364,222,-161,57,-49,4
GHCND:USC00179151,WATERVILLE WWTP ME US,19980401,0,3425,784,5,289,-33,132,6,69
GHCND:USC00179151,WATERVILLE WWTP ME US,19980501,86,1059,839,0,317,22,223,80,152
GHCND:USC00179151,WATERVILLE WWTP ME US,19980601,204,634,1974,0,289,39,217,119,168
GHCND:USC00179151,WATERVILLE WWTP ME US,19980701,838,77,257,0,333,100,270,146,208
GHCND:USC00179151,WATERVILLE WWTP ME US,19980801,822,107,334,0,328,89,277,136,206
GHCND:USC00179151,WATERVILLE WWTP ME US,19980901,76,720,471,0,317,28,226,97,162
GHCND:USC00179151,WATERVILLE WWTP ME US,19981001,0,2806,1685,0,228,-33,144,41,92
GHCND:USC00179151,WATERVILLE WWTP ME US,19981101,0,4364,418,0,122,-50,75,-10,33
GHCND:USC00179151,WATERVILLE WWTP ME US,19981201,0,5793,445,274,183,-222,50,-58,-4
GHCND:USC00179151,WATERVILLE WWTP ME US,19990101,0,8144,1207,579,106,-261,-22,-137,-80
GHCND:USC00179151,WATERVILLE WWTP ME US,19990201,0,5741,638,186,100,-172,24,-99,-38
GHCND:USC00179151,WATERVILLE WWTP ME US,19990301,0,5440,1456,678,133,-139,58,-43,8
GHCND:USC00179151,WATERVILLE WWTP ME US,19990401,0,3390,157,0,183,-33,133,7,70
GHCND:USC00179151,WATERVILLE WWTP ME US,19990501,31,1328,594,0,300,6,209,73,141
GHCND:USC00179151,WATERVILLE WWTP ME US,19990601,779,209,720,0,333,67,270,135,203
GHCND:USC00179151,WATERVILLE WWTP ME US,19990701,1125,46,420,0,356,100,286,160,223
GHCND:USC00179151,WATERVILLE WWTP ME US,19990801,621,133,500,0,339,72,266,131,199
GHCND:USC00179151,WATERVILLE WWTP ME US,19990901,537,457,2853,0,350,44,249,123,186
GHCND:USC00179151,WATERVILLE WWTP ME US,19991001,0,3329,1119,0,206,-44,137,14,76
GHCND:USC00179151,WATERVILLE WWTP ME US,19991101,0,3978,727,0,194,-83,100,1,50
GHCND:USC00179151,WATERVILLE WWTP ME US,19991201,0,6022,689,25,122,-161,27,-63,-18
GHCND:USC00179151,WATERVILLE WWTP ME US,20000101,0,8249,805,384,94,-239,-31,-135,-83
GHCND:USC00179151,WATERVILLE WWTP ME US,20000201,0,6817,935,517,128,-233,5,-126,-60
GHCND:USC00179151,WATERVILLE WWTP ME US,20000301,0,5047,870,295,189,-139,82,-42,20
GHCND:USC00179151,WATERVILLE WWTP ME US,20000401,0,3809,1564,25,239,-39,106,6,56
GHCND:USC00179151,WATERVILLE WWTP ME US,20000501,0,2131,1156,0,261,-22,169,55,112
GHCND:USC00179151,WATERVILLE WWTP ME US,20000601,325,662,754,0,317,56,232,110,171
GHCND:USC00179151,WATERVILLE WWTP ME US,20000701,310,253,1439,0,294,72,243,127,185
GHCND:USC00179151,WATERVILLE WWTP ME US,20000801,297,186,612,0,300,78,245,128,187
GHCND:USC00179151,WATERVILLE WWTP ME US,20000901,110,1298,477,0,322,-22,206,81,143
GHCND:USC00179151,WATERVILLE WWTP ME US,20001001,0,3009,955,101,256,-22,148,24,86
GHCND:USC00179151,WATERVILLE WWTP ME US,20001101,0,3596,754,25,167,-133,79,-1,39
GHCND:USC00179151,WATERVILLE WWTP ME US,20001201,0,7381,1237,233,150,-172,-5,-105,-55
GHCND:USC00179151,WATERVILLE WWTP ME US,20010101,0,8362,237,198,44,-206,-20,-153,-87
GHCND:USC00179151,WATERVILLE WWTP ME US,20010201,0,7126,832,766,83,-211,3,-146,-72
GHCND:USC00179151,WATERVILLE WWTP ME US,20010301,0,6449,1005,677,117,-239,30,-81,-25
GHCND:USC00179151,WATERVILLE WWTP ME US,20010401,0,3951,201,3,244,-50,117,-14,51
GHCND:USC00179151,WATERVILLE WWTP ME US,20010501,12,1264,395,0,328,0,213,57,135
GHCND:USC00179151,WATERVILLE WWTP ME US,20010601,613,369,902,0,339,50,253,129,191
GHCND:USC00179151,WATERVILLE WWTP ME US,20010701,647,165,604,0,333,78,262,135,199
GHCND:USC00179151,WATERVILLE WWTP ME US,20010801,1115,94,254,0,356,67,290,144,217
GHCND:USC00179151,WATERVILLE WWTP ME US,20010901,203,798,729,0,328,17,232,94,163
GHCND:USC00179151,WATERVILLE WWTP ME US,20011001,6,2516,361,0,272,-44,171,28,99
GHCND:USC00179151,WATERVILLE WWTP ME US,20011101,0,4067,541,13,211,-44,103,-8,47
GHCND:USC00179151,WATERVILLE WWTP ME US,20011201,0,6036,770,480,167,-156,41,-65,-12
GHCND:USC00179151,WATERVILLE WWTP ME US,20020101,0,6957,660,447,83,-156,8,-91,-41
GHCND:USC00179151,WATERVILLE WWTP ME US,20020201,0,6436,855,81,111,-194,17,-111,-47
GHCND:USC00179151,WATERVILLE WWTP ME US,20020301,0,5882,905,245,128,-117,46,-59,-7
GHCND:USC00179151,WATERVILLE WWTP ME US,20020401,0,3487,1160,0,222,-56,119,7,63
GHCND:USC00179151,WATERVILLE WWTP ME US,20020501,0,2191,937,0,272,-11,178,42,110
GHCND:USC00179151,WATERVILLE WWTP ME US,20020601,223,828,1102,0,306,22,221,104,163
GHCND:USC00179151,WATERVILLE WWTP ME US,20020701,799,160,889,0,356,89,264,143,204
GHCND:USC00179151,WATERVILLE WWTP ME US,20020801,1068,76,227,0,356,94,289,141,215
GHCND:USC00179151,WATERVILLE WWTP ME US,20020901,277,659,933,0,356,28,243,97,170
GHCND:USC00179151,WATERVILLE WWTP ME US,20021001,29,3398,782,0,267,-61,135,14,74
GHCND:USC00179151,WATERVILLE WWTP ME US,20021101,0,5163,1332,183,194,-117,57,-35,11
GHCND:USC00179151,WATERVILLE WWTP ME US,20021201,0,7106,949,343,61,-183,10,-102,-46
GHCND:USC00179151,WATERVILLE WWTP ME US,20030101,0,9262,446,465,39,-278,-53,-179,-116
GHCND:USC00179151,WATERVILLE WWTP ME US,20030201,0,7791,602,355,89,-306,-32,-159,-95
GHCND:USC00179151,WATERVILLE WWTP ME US,20030301,0,6534,931,147,139,-244,39,-94,-28
GHCND:USC00179151,WATERVILLE WWTP ME US,20030401,0,4299,341,51,256,-78,104,-25,40
GHCND:USC00179151,WATERVILLE WWTP ME US,20030501,0,2223,866,0,300,-17,169,53,111
GHCND:USC00179151,WATERVILLE WWTP ME US,20030601,348,609,819,0,333,50,238,111,174
GHCND:USC00179151,WATERVILLE WWTP ME US,20030701,825,82,696,0,317,100,266,147,207
GHCND:USC00179151,WATERVILLE WWTP ME US,20030801,900,201,812,0,317,56,262,149,206
GHCND:USC00179151,WATERVILLE WWTP ME US,20030901,54,687,1567,0,283,44,227,97,162
GHCND:USC00179151,WATERVILLE WWTP ME US,20031001,0,2995,1966,0,244,-33,142,31,86
GHCND:USC00179151,WATERVILLE WWTP ME US,20031101,0,4471,1125,0,222,-72,87,-20,34
GHCND:USC00179151,WATERVILLE WWTP ME US,20031201,0,6736,1301,927,122,-194,20,-88,-34
GHCND:USC00179151,WATERVILLE WWTP ME US,20040101,0,9393,152,133,44,-267,-70,-170,-120
GHCND:USC00179151,WATERVILLE WWTP ME US,20040201,0,7210,483,368,161,-233,11,-142,-66
GHCND:USC00179151,WATERVILLE WWTP ME US,20040301,0,5657,390,132,106,-128,54,-53,1
GHCND:USC00179151,WATERVILLE WWTP ME US,20040401,0,3822,1204,28,228,-44,117,-6,56
GHCND:USC00179151,WATERVILLE WWTP ME US,20040501,0,1652,1044,0,306,0,193,59,126
GHCND:USC00179151,WATERVILLE WWTP ME US,20040601,139,875,749,0,322,44,222,95,158
GHCND:USC00179151,WATERVILLE WWTP ME US,20040701,494,75,873,0,289,100,249,146,197
GHCND:USC00179151,WATERVILLE WWTP ME US,20040801,657,152,1977,0,317,83,254,144,199
GHCND:USC00179151,WATERVILLE WWTP ME US,20040901,38,882,584,0,256,28,218,92,155
GHCND:USC00179151,WATERVILLE WWTP ME US,20041001,0,2797,374,0,228,-39,150,30,90
GHCND:USC00179151,WATERVILLE WWTP ME US,20041101,0,4333,1035,0,183,-94,81,-23,28
GHCND:USC00179151,WATERVILLE WWTP ME US,20041201,0,7251,1072,142,133,-233,-1,-101,-51
GHCND:USC00179151,WATERVILLE WWTP ME US,20050101,0,8530,545,500,133,-272,-34,-150,-92
GHCND:USC00179151,WATERVILLE WWTP ME US,20050201,0,6727,679,525,111,-200,12,-127,-57
